GenMapRedWalker.java; org.apache.hadoop.hive.ql.parse;"	DefaultGraphWalker.java"; org.apache.hadoop.hive.ql.lib;"	"
loadFileDesc.java; org.apache.hadoop.hive.ql.plan;"	loadDesc.java"; org.apache.hadoop.hive.ql.plan;"	"
ThriftStructObjectInspector.java; org.apache.hadoop.hive.serde2.objectinspector;"	ReflectionStructObjectInspector.java"; org.apache.hadoop.hive.serde2.objectinspector;"	"
MetadataListStructObjectInspector.java; org.apache.hadoop.hive.serde2.objectinspector;"	StandardStructObjectInspector.java"; org.apache.hadoop.hive.serde2.objectinspector;"	"
