Kind,Name,File,AvgCyclomatic,AvgCyclomaticModified,AvgCyclomaticStrict,AvgEssential,AvgLine,AvgLineBlank,AvgLineCode,AvgLineComment,CountClassBase,CountClassCoupled,CountClassCoupledModified,CountClassDerived,CountDeclClass,CountDeclClassMethod,CountDeclClassVariable,CountDeclExecutableUnit,CountDeclFile,CountDeclFunction,CountDeclInstanceMethod,CountDeclInstanceVariable,CountDeclMethod,CountDeclMethodAll,CountDeclMethodDefault,CountDeclMethodPrivate,CountDeclMethodProtected,CountDeclMethodPublic,CountInput,CountLine,CountLineBlank,CountLineCode,CountLineCodeDecl,CountLineCodeExe,CountLineComment,CountOutput,CountPath,CountPathLog,CountSemicolon,CountStmt,CountStmtDecl,CountStmtExe,Cyclomatic,CyclomaticModified,CyclomaticStrict,Essential,Knots,MaxCyclomatic,MaxCyclomaticModified,MaxCyclomaticStrict,MaxEssential,MaxEssentialKnots,MaxInheritanceTree,MaxNesting,MinEssentialKnots,PercentLackOfCohesion,PercentLackOfCohesionModified,RatioCommentToCode,SumCyclomatic,SumCyclomaticModified,SumCyclomaticStrict,SumEssential
Public Constructor,"org.eclipse.jdt.internal.core.CopyResourceElementsOperation.CopyResourceElementsOperation(IJavaElement[],IJavaElement,boolean)",CopyResourceElementsOperation.java,,,,,,,,,,,,,,,,,,,,,,,,,,,3,7,0,3,1,1,4,1,1,0,1,2,1,1,1,1,1,1,0,,,,,0,,0,0,,,1.33,1,1,1,1
Public Constructor,"org.eclipse.jdt.internal.core.CopyResourceElementsOperation.CopyResourceElementsOperation(IJavaElement[],IJavaElement[],boolean)",CopyResourceElementsOperation.java,,,,,,,,,,,,,,,,,,,,,,,,,,,5,10,0,4,1,2,6,4,1,0,2,3,1,2,1,1,1,1,0,,,,,0,,0,0,,,1.50,1,1,1,1
Private Method,"org.eclipse.jdt.internal.core.CopyResourceElementsOperation.collectResourcesOfInterest(IPackageFragment)",CopyResourceElementsOperation.java,,,,,,,,,,,,,,,,,,,,,,,,,,,6,41,1,34,11,26,6,10,108,2,25,34,14,20,9,9,9,1,1,,,,,0,,2,0,,,0.18,9,9,9,1
Private Method,"org.eclipse.jdt.internal.core.CopyResourceElementsOperation.createNeededPackageFragments(IContainer,IPackageFragmentRoot,String,boolean)",CopyResourceElementsOperation.java,,,,,,,,,,,,,,,,,,,,,,,,,,,8,38,0,34,9,26,5,16,14,1,20,27,10,17,7,7,9,1,1,,,,,0,,4,0,,,0.15,7,7,9,1
Constructor,"org.eclipse.jdt.internal.core.CopyResourceElementsOperation.firstChild.insertSibling()",CopyResourceElementsOperation.java,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,1,1,0,0,1,1,0,1,0,0,0,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Private Method,"org.eclipse.jdt.internal.core.CopyResourceElementsOperation.getDeltaFor(IJavaProject)",CopyResourceElementsOperation.java,,,,,,,,,,,,,,,,,,,,,,,,,,,4,13,0,8,2,5,5,4,2,0,4,6,2,4,2,2,2,1,0,,,,,0,,1,0,,,0.63,2,2,2,1
Protected Method,"org.eclipse.jdt.internal.core.CopyResourceElementsOperation.getMainTaskName()",CopyResourceElementsOperation.java,,,,,,,,,,,,,,,,,,,,,,,,,,,0,6,0,3,1,1,4,2,1,0,1,2,1,1,1,1,1,1,0,,,,,0,,0,0,,,1.33,1,1,1,1
Protected Method,"org.eclipse.jdt.internal.core.CopyResourceElementsOperation.prepareDeltas(IJavaElement,IJavaElement,boolean)",CopyResourceElementsOperation.java,,,,,,,,,,,,,,,,,,,,,,,,,,,5,22,0,11,3,8,11,6,3,0,6,9,3,6,3,3,4,1,2,,,,,0,,1,0,,,1.00,3,3,4,1
Private Method,"org.eclipse.jdt.internal.core.CopyResourceElementsOperation.processCompilationUnitResource(ICompilationUnit,IPackageFragment)",CopyResourceElementsOperation.java,,,,,,,,,,,,,,,,,,,,,,,,,,,18,96,3,75,13,62,22,28,96,2,32,45,13,32,22,22,22,1,12,,,,,0,,4,0,,,0.29,22,22,22,1
Protected Method,"org.eclipse.jdt.internal.core.CopyResourceElementsOperation.processDeltas()",CopyResourceElementsOperation.java,,,,,,,,,,,,,,,,,,,,,,,,,,,2,8,0,5,1,2,3,5,2,0,3,4,2,2,2,2,2,1,0,,,,,0,,1,0,,,0.60,2,2,2,1
Protected Method,"org.eclipse.jdt.internal.core.CopyResourceElementsOperation.processElement(IJavaElement)",CopyResourceElementsOperation.java,,,,,,,,,,,,,,,,,,,,,,,,,,,5,20,0,14,2,11,6,10,3,0,7,9,2,7,3,2,3,1,3,,,,,0,,1,0,,,0.43,3,2,3,1
Protected Method,"org.eclipse.jdt.internal.core.CopyResourceElementsOperation.processElements()",CopyResourceElementsOperation.java,,,,,,,,,,,,,,,,,,,,,,,,,,,5,17,0,12,1,9,5,6,2,0,6,8,1,7,2,2,2,1,1,,,,,0,,1,0,,,0.42,2,2,2,1
Private Method,"org.eclipse.jdt.internal.core.CopyResourceElementsOperation.processPackageFragmentResource(IPackageFragment,IPackageFragmentRoot,String)",CopyResourceElementsOperation.java,,,,,,,,,,,,,,,,,,,,,,,,,,,17,148,6,118,20,89,30,44,9363,4,58,88,25,63,33,33,35,14,23,,,,,19,,7,15,,,0.25,33,33,35,14
Private Method,"org.eclipse.jdt.internal.core.CopyResourceElementsOperation.updatePackageStatement(IDOMCompilationUnit,String)",CopyResourceElementsOperation.java,,,,,,,,,,,,,,,,,,,,,,,,,,,6,19,0,16,3,12,3,4,3,0,8,9,3,6,3,3,3,1,1,,,,,0,,2,0,,,0.19,3,3,3,1
Private Method,"org.eclipse.jdt.internal.core.CopyResourceElementsOperation.updatedContent(ICompilationUnit,IPackageFragment,String)",CopyResourceElementsOperation.java,,,,,,,,,,,,,,,,,,,,,,,,,,,5,25,0,19,7,16,7,13,4,1,14,18,7,11,4,4,5,4,3,,,,,3,,2,3,,,0.37,4,4,5,4
Public Class,"org.eclipse.jdt.internal.core.CreateCompilationUnitOperation",CreateCompilationUnitOperation.java,4,4,4,2,23,0,17,6,1,15,15,0,,0,0,,,,4,2,4,62,0,0,2,2,,131,1,74,15,52,58,,,,38,55,17,38,,,,,,10,10,12,4,,2,5,,12,12,0.78,16,16,18,10
Public Constructor,"org.eclipse.jdt.internal.core.CreateCompilationUnitOperation.CreateCompilationUnitOperation(IPackageFragment,String,String,boolean)",CreateCompilationUnitOperation.java,,,,,,,,,,,,,,,,,,,,,,,,,,,6,9,0,5,1,3,4,4,1,0,3,4,1,3,1,1,1,1,0,,,,,0,,0,0,,,0.80,1,1,1,1
Protected Method,"org.eclipse.jdt.internal.core.CreateCompilationUnitOperation.executeOperation()",CreateCompilationUnitOperation.java,,,,,,,,,,,,,,,,,,,,,,,,,,,10,56,0,50,9,40,8,30,9,1,28,38,11,27,10,10,12,4,8,,,,,5,,5,5,,,0.16,10,10,12,4
Protected Method,"org.eclipse.jdt.internal.core.CreateCompilationUnitOperation.getCompilationUnit()",CreateCompilationUnitOperation.java,,,,,,,,,,,,,,,,,,,,,,,,,,,2,6,0,3,1,1,3,3,1,0,1,2,1,1,1,1,1,1,0,,,,,0,,0,0,,,1.00,1,1,1,1
Public Method,"org.eclipse.jdt.internal.core.CreateCompilationUnitOperation.verify()",CreateCompilationUnitOperation.java,,,,,,,,,,,,,,,,,,,,,,,,,,,7,21,0,12,1,7,9,6,4,1,4,8,1,7,4,4,4,4,3,,,,,3,,1,3,,,0.75,4,4,4,4
Public Abstract Class,"org.eclipse.jdt.internal.core.CreateElementInCUOperation",CreateElementInCUOperation.java,2,2,2,1,14,0,8,5,1,15,15,3,,0,3,,,,18,7,18,76,0,0,12,6,,303,3,142,40,90,160,,,,74,110,41,69,,,,,,9,8,11,4,,2,4,,86,75,1.13,36,35,39,25
Public Constructor,"org.eclipse.jdt.internal.core.CreateElementInCUOperation.CreateElementInCUOperation(IJavaElement)",CreateElementInCUOperation.java,,,,,,,,,,,,,,,,,,,,,,,,,,,4,8,0,4,1,2,4,3,1,0,2,3,1,2,1,1,1,1,0,,,,,0,,0,0,,,1.00,1,1,1,1
Protected Method,"org.eclipse.jdt.internal.core.CreateElementInCUOperation.checkCanceled()",CreateElementInCUOperation.java,,,,,,,,,,,,,,,,,,,,,,,,,,,1,8,0,5,1,2,3,1,2,0,1,3,1,2,2,2,2,1,0,,,,,0,,1,0,,,0.60,2,2,2,1
Public Method,"org.eclipse.jdt.internal.core.CreateElementInCUOperation.createAfter(IJavaElement)",CreateElementInCUOperation.java,,,,,,,,,,,,,,,,,,,,,,,,,,,5,8,0,3,1,1,5,1,1,0,1,2,1,1,1,1,1,1,0,,,,,0,,0,0,,,1.67,1,1,1,1
Public Method,"org.eclipse.jdt.internal.core.CreateElementInCUOperation.createBefore(IJavaElement)",CreateElementInCUOperation.java,,,,,,,,,,,,,,,,,,,,,,,,,,,12,8,0,3,1,1,5,1,1,0,1,2,1,1,1,1,1,1,0,,,,,0,,0,0,,,1.67,1,1,1,1
Protected Method,"org.eclipse.jdt.internal.core.CreateElementInCUOperation.executeOperation()",CreateElementInCUOperation.java,,,,,,,,,,,,,,,,,,,,,,,,,,,8,52,0,41,7,34,13,24,21,1,24,33,8,25,9,8,11,4,13,,,,,4,,4,4,,,0.32,9,8,11,4
Protected Abstract Method,"org.eclipse.jdt.internal.core.CreateElementInCUOperation.generateElementDOM()",CreateElementInCUOperation.java,,,,,,,,,,,,,,,,,,,,,,,,,,,3,4,0,1,1,0,3,1,0,0,1,1,1,0,0,0,0,0,0,,,,,0,,0,0,,,3.00,0,0,0,0
Protected Method,"org.eclipse.jdt.internal.core.CreateElementInCUOperation.generateNewCompilationUnitDOM(ICompilationUnit)",CreateElementInCUOperation.java,,,,,,,,,,,,,,,,,,,,,,,,,,,3,17,1,12,4,9,4,9,4,1,8,12,4,8,4,4,4,3,2,,,,,2,,1,2,,,0.33,4,4,4,3
Protected Abstract Method,"org.eclipse.jdt.internal.core.CreateElementInCUOperation.generateResultHandle()",CreateElementInCUOperation.java,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,0,1,1,0,3,1,0,0,1,1,1,0,0,0,0,0,0,,,,,0,,0,0,,,3.00,0,0,0,0
Protected Method,"org.eclipse.jdt.internal.core.CreateElementInCUOperation.generateResultHandles()",CreateElementInCUOperation.java,,,,,,,,,,,,,,,,,,,,,,,,,,,1,6,0,3,1,1,3,2,1,0,1,2,1,1,1,1,1,1,0,,,,,0,,0,0,,,1.00,1,1,1,1
Protected Method,"org.eclipse.jdt.internal.core.CreateElementInCUOperation.getCompilationUnit()",CreateElementInCUOperation.java,,,,,,,,,,,,,,,,,,,,,,,,,,,6,6,0,3,1,1,3,3,1,0,1,2,1,1,1,1,1,1,0,,,,,0,,0,0,,,1.00,1,1,1,1
Protected Method,"org.eclipse.jdt.internal.core.CreateElementInCUOperation.getMainAmountOfWork()",CreateElementInCUOperation.java,,,,,,,,,,,,,,,,,,,,,,,,,,,1,7,0,3,1,1,4,1,1,0,1,2,1,1,1,1,1,1,0,,,,,0,,0,0,,,1.33,1,1,1,1
Public Abstract Method,"org.eclipse.jdt.internal.core.CreateElementInCUOperation.getMainTaskName()",CreateElementInCUOperation.java,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,0,1,1,0,4,1,0,0,1,1,1,0,0,0,0,0,0,,,,,0,,0,0,,,4.00,0,0,0,0
Public Method,"org.eclipse.jdt.internal.core.CreateElementInCUOperation.getResultElements()",CreateElementInCUOperation.java,,,,,,,,,,,,,,,,,,,,,,,,,,,6,6,0,3,1,1,3,1,1,0,1,2,1,1,1,1,1,1,0,,,,,0,,0,0,,,1.00,1,1,1,1
Protected Method,"org.eclipse.jdt.internal.core.CreateElementInCUOperation.initializeDefaultPosition()",CreateElementInCUOperation.java,,,,,,,,,,,,,,,,,,,,,,,,,,,1,10,1,2,1,0,7,0,1,0,0,1,1,0,1,1,1,1,0,,,,,0,,0,0,,,3.50,1,1,1,1
Protected Method,"org.eclipse.jdt.internal.core.CreateElementInCUOperation.insertDOMNode(IDOMNode,IDOMNode)",CreateElementInCUOperation.java,,,,,,,,,,,,,,,,,,,,,,,,,,,9,28,0,19,2,14,9,10,5,1,11,15,2,13,5,5,6,3,2,,,,,2,,2,2,,,0.47,5,5,6,3
Protected Method,"org.eclipse.jdt.internal.core.CreateElementInCUOperation.setAlteredName(String)",CreateElementInCUOperation.java,,,,,,,,,,,,,,,,,,,,,,,,,,,1,8,0,2,1,0,6,0,1,0,0,1,1,0,1,1,1,1,0,,,,,0,,0,0,,,3.00,1,1,1,1
Protected Method,"org.eclipse.jdt.internal.core.CreateElementInCUOperation.setRelativePosition(IJavaElement,int)",CreateElementInCUOperation.java,,,,,,,,,,,,,,,,,,,,,,,,,,,6,15,0,9,1,6,6,2,2,0,4,6,1,5,2,2,2,1,1,,,,,0,,1,0,,,0.67,2,2,2,1
Public Method,"org.eclipse.jdt.internal.core.CreateElementInCUOperation.verify()",CreateElementInCUOperation.java,,,,,,,,,,,,,,,,,,,,,,,,,,,8,26,0,15,2,9,11,7,6,1,5,10,2,8,5,5,5,4,3,,,,,3,,2,3,,,0.73,5,5,5,4
Public Class,"org.eclipse.jdt.internal.core.CreateFieldOperation",CreateFieldOperation.java,2,2,3,1,12,0,8,4,1,11,11,0,,0,0,,,,6,0,6,89,0,0,4,2,,97,0,53,10,30,46,,,,17,33,10,23,,,,,,6,6,7,1,,4,3,,0,0,0.87,15,15,18,6
Public Constructor,"org.eclipse.jdt.internal.core.CreateFieldOperation.CreateFieldOperation(IType,String,boolean)",CreateFieldOperation.java,,,,,,,,,,,,,,,,,,,,,,,,,,,5,11,0,3,1,1,8,2,1,0,1,2,1,1,1,1,1,1,0,,,,,0,,0,0,,,2.67,1,1,1,1
Protected Method,"org.eclipse.jdt.internal.core.CreateFieldOperation.generateElementDOM()",CreateFieldOperation.java,,,,,,,,,,,,,,,,,,,,,,,,,,,4,21,0,18,1,11,3,8,14,1,6,12,1,11,6,6,7,1,0,,,,,0,,3,0,,,0.17,6,6,7,1
Protected Method,"org.eclipse.jdt.internal.core.CreateFieldOperation.generateResultHandle()",CreateFieldOperation.java,,,,,,,,,,,,,,,,,,,,,,,,,,,1,6,0,3,1,1,3,4,1,0,1,2,1,1,1,1,1,1,0,,,,,0,,0,0,,,1.00,1,1,1,1
Public Method,"org.eclipse.jdt.internal.core.CreateFieldOperation.getMainTaskName()",CreateFieldOperation.java,,,,,,,,,,,,,,,,,,,,,,,,,,,0,6,0,3,1,1,4,2,1,0,1,2,1,1,1,1,1,1,0,,,,,0,,0,0,,,1.33,1,1,1,1
Protected Method,"org.eclipse.jdt.internal.core.CreateFieldOperation.initializeDefaultPosition()",CreateFieldOperation.java,,,,,,,,,,,,,,,,,,,,,,,,,,,1,20,0,15,3,10,5,5,4,1,5,9,3,6,4,4,6,1,2,,,,,0,,3,0,,,0.33,4,4,6,1
Protected Method,"org.eclipse.jdt.internal.core.CreateFieldOperation.verifyNameCollision()",CreateFieldOperation.java,,,,,,,,,,,,,,,,,,,,,,,,,,,3,12,0,9,2,6,4,7,2,0,3,5,2,3,2,2,2,1,1,,,,,0,,1,0,,,0.44,2,2,2,1
Public Class,"org.eclipse.jdt.internal.core.CreateImportOperation",CreateImportOperation.java,2,2,2,2,14,0,8,5,1,14,14,0,,0,0,,,,6,1,6,82,0,0,3,3,,121,2,56,15,33,64,,,,27,42,16,26,,,,,,6,6,6,6,,3,3,,33,33,1.14,14,14,14,13
Public Constructor,"org.eclipse.jdt.internal.core.CreateImportOperation.CreateImportOperation(String,ICompilationUnit)",CreateImportOperation.java,,,,,,,,,,,,,,,,,,,,,,,,,,,4,7,0,4,1,2,3,3,1,0,2,3,1,2,1,1,1,1,0,,,,,0,,0,0,,,0.75,1,1,1,1
Protected Method,"org.eclipse.jdt.internal.core.CreateImportOperation.generateElementDOM()",CreateImportOperation.java,,,,,,,,,,,,,,,,,,,,,,,,,,,2,17,1,10,3,7,6,6,2,0,6,8,3,5,2,2,2,1,1,,,,,0,,1,0,,,0.60,2,2,2,1
Protected Method,"org.eclipse.jdt.internal.core.CreateImportOperation.generateResultHandle()",CreateImportOperation.java,,,,,,,,,,,,,,,,,,,,,,,,,,,1,6,0,3,1,1,3,3,1,0,1,2,1,1,1,1,1,1,0,,,,,0,,0,0,,,1.00,1,1,1,1
Public Method,"org.eclipse.jdt.internal.core.CreateImportOperation.getMainTaskName()",CreateImportOperation.java,,,,,,,,,,,,,,,,,,,,,,,,,,,0,6,0,3,1,1,4,2,1,0,1,2,1,1,1,1,1,1,0,,,,,0,,0,0,,,1.33,1,1,1,1
Protected Method,"org.eclipse.jdt.internal.core.CreateImportOperation.initializeDefaultPosition()",CreateImportOperation.java,,,,,,,,,,,,,,,,,,,,,,,,,,,2,31,0,23,5,16,8,7,6,1,12,18,6,12,6,6,6,6,9,,,,,9,,3,9,,,0.35,6,6,6,6
Public Method,"org.eclipse.jdt.internal.core.CreateImportOperation.verify()",CreateImportOperation.java,,,,,,,,,,,,,,,,,,,,,,,,,,,4,19,0,10,2,6,9,6,3,0,4,7,2,5,3,3,3,3,2,,,,,2,,1,2,,,0.90,3,3,3,3
Public Class,"org.eclipse.jdt.internal.core.CreateInitializerOperation",CreateInitializerOperation.java,3,3,4,1,17,0,12,4,1,12,12,0,,0,0,,,,5,1,5,88,0,0,3,2,,111,0,65,12,41,47,,,,25,44,13,31,,,,,,7,7,8,5,,4,5,,60,60,0.72,18,18,21,9
Public Constructor,"org.eclipse.jdt.internal.core.CreateInitializerOperation.CreateInitializerOperation(IType,String)",CreateInitializerOperation.java,,,,,,,,,,,,,,,,,,,,,,,,,,,4,11,0,3,1,1,8,2,1,0,1,2,1,1,1,1,1,1,0,,,,,0,,0,0,,,2.67,1,1,1,1
Protected Method,"org.eclipse.jdt.internal.core.CreateInitializerOperation.generateElementDOM()",CreateInitializerOperation.java,,,,,,,,,,,,,,,,,,,,,,,,,,,3,18,0,15,1,9,3,7,8,1,5,10,1,9,5,5,5,1,0,,,,,0,,3,0,,,0.20,5,5,5,1
Protected Method,"org.eclipse.jdt.internal.core.CreateInitializerOperation.generateResultHandle()",CreateInitializerOperation.java,,,,,,,,,,,,,,,,,,,,,,,,,,,6,29,0,25,4,18,4,8,7,1,11,18,5,13,7,7,8,5,7,,,,,7,,5,7,,,0.16,7,7,8,5
Public Method,"org.eclipse.jdt.internal.core.CreateInitializerOperation.getMainTaskName()",CreateInitializerOperation.java,,,,,,,,,,,,,,,,,,,,,,,,,,,0,6,0,3,1,1,4,2,1,0,1,2,1,1,1,1,1,1,0,,,,,0,,0,0,,,1.33,1,1,1,1
Protected Method,"org.eclipse.jdt.internal.core.CreateInitializerOperation.initializeDefaultPosition()",CreateInitializerOperation.java,,,,,,,,,,,,,,,,,,,,,,,,,,,1,21,0,16,3,11,5,6,4,1,6,10,3,7,4,4,6,1,2,,,,,0,,3,0,,,0.31,4,4,6,1
Public Class,"org.eclipse.jdt.internal.core.CreateMethodOperation",CreateMethodOperation.java,3,3,3,1,14,0,10,4,1,11,11,0,,0,0,,,,6,1,6,89,0,0,4,2,,109,0,68,15,38,44,,,,27,47,15,32,,,,,,6,6,7,3,,4,4,,83,50,0.65,19,19,20,8
Public Constructor,"org.eclipse.jdt.internal.core.CreateMethodOperation.CreateMethodOperation(IType,String,boolean)",CreateMethodOperation.java,,,,,,,,,,,,,,,,,,,,,,,,,,,5,7,0,3,1,1,4,2,1,0,1,2,1,1,1,1,1,1,0,,,,,0,,0,0,,,1.33,1,1,1,1
Protected Method,"org.eclipse.jdt.internal.core.CreateMethodOperation.convertDOMMethodTypesToSignatures()",CreateMethodOperation.java,,,,,,,,,,,,,,,,,,,,,,,,,,,5,20,0,15,3,8,5,5,5,1,7,12,3,9,5,5,5,1,0,,,,,0,,4,0,,,0.33,5,5,5,1
Protected Method,"org.eclipse.jdt.internal.core.CreateMethodOperation.generateElementDOM()",CreateMethodOperation.java,,,,,,,,,,,,,,,,,,,,,,,,,,,4,22,0,18,1,11,4,8,14,1,6,12,1,11,6,6,7,1,0,,,,,0,,3,0,,,0.22,6,6,7,1
Protected Method,"org.eclipse.jdt.internal.core.CreateMethodOperation.generateResultHandle()",CreateMethodOperation.java,,,,,,,,,,,,,,,,,,,,,,,,,,,1,13,0,10,3,6,3,7,2,0,5,7,3,4,2,2,2,1,1,,,,,0,,1,0,,,0.30,2,2,2,1
Public Method,"org.eclipse.jdt.internal.core.CreateMethodOperation.getMainTaskName()",CreateMethodOperation.java,,,,,,,,,,,,,,,,,,,,,,,,,,,0,6,0,3,1,1,4,2,1,0,1,2,1,1,1,1,1,1,0,,,,,0,,0,0,,,1.33,1,1,1,1
Protected Method,"org.eclipse.jdt.internal.core.CreateMethodOperation.verifyNameCollision()",CreateMethodOperation.java,,,,,,,,,,,,,,,,,,,,,,,,,,,3,19,0,16,4,11,5,9,5,1,6,10,4,6,4,4,4,3,2,,,,,2,,2,2,,,0.31,4,4,4,3
Public Class,"org.eclipse.jdt.internal.core.CreatePackageDeclarationOperation",CreatePackageDeclarationOperation.java,2,2,2,2,15,0,9,5,1,17,17,0,,0,0,,,,6,1,6,82,0,0,3,3,,117,1,61,17,39,56,,,,31,46,18,28,,,,,,4,4,4,4,,3,3,,33,33,0.92,14,14,14,13
Public Constructor,"org.eclipse.jdt.internal.core.CreatePackageDeclarationOperation.CreatePackageDeclarationOperation(String,ICompilationUnit)",CreatePackageDeclarationOperation.java,,,,,,,,,,,,,,,,,,,,,,,,,,,4,7,0,4,1,2,3,3,1,0,2,3,1,2,1,1,1,1,0,,,,,0,,0,0,,,0.75,1,1,1,1
Protected Method,"org.eclipse.jdt.internal.core.CreatePackageDeclarationOperation.generateElementDOM()",CreatePackageDeclarationOperation.java,,,,,,,,,,,,,,,,,,,,,,,,,,,5,30,1,22,6,17,7,16,4,1,15,19,7,12,4,4,4,3,4,,,,,4,,3,3,,,0.32,4,4,4,3
Protected Method,"org.eclipse.jdt.internal.core.CreatePackageDeclarationOperation.generateResultHandle()",CreatePackageDeclarationOperation.java,,,,,,,,,,,,,,,,,,,,,,,,,,,1,6,0,3,1,1,3,3,1,0,1,2,1,1,1,1,1,1,0,,,,,0,,0,0,,,1.00,1,1,1,1
Public Method,"org.eclipse.jdt.internal.core.CreatePackageDeclarationOperation.getMainTaskName()",CreatePackageDeclarationOperation.java,,,,,,,,,,,,,,,,,,,,,,,,,,,0,6,0,3,1,1,4,2,1,0,1,2,1,1,1,1,1,1,0,,,,,0,,0,0,,,1.33,1,1,1,1
Protected Method,"org.eclipse.jdt.internal.core.CreatePackageDeclarationOperation.initializeDefaultPosition()",CreatePackageDeclarationOperation.java,,,,,,,,,,,,,,,,,,,,,,,,,,,1,23,0,16,4,11,7,4,4,1,7,11,4,7,4,4,4,4,5,,,,,5,,2,5,,,0.44,4,4,4,4
Public Method,"org.eclipse.jdt.internal.core.CreatePackageDeclarationOperation.verify()",CreatePackageDeclarationOperation.java,,,,,,,,,,,,,,,,,,,,,,,,,,,4,19,0,10,2,6,9,6,3,0,4,7,2,5,3,3,3,3,2,,,,,2,,1,2,,,0.90,3,3,3,3
Public Class,"org.eclipse.jdt.internal.core.CreatePackageFragmentOperation",CreatePackageFragmentOperation.java,5,5,5,3,32,0,23,9,1,11,11,0,,0,0,,,,3,1,3,61,0,0,1,2,,132,1,74,21,51,60,,,,43,59,21,38,,,,,,7,7,9,7,,2,4,,0,0,0.81,15,15,17,9
Public Constructor,"org.eclipse.jdt.internal.core.CreatePackageFragmentOperation.CreatePackageFragmentOperation(IPackageFragmentRoot,String,boolean)",CreatePackageFragmentOperation.java,,,,,,,,,,,,,,,,,,,,,,,,,,,4,10,0,4,1,2,6,3,1,0,2,3,1,2,1,1,1,1,0,,,,,0,,0,0,,,1.50,1,1,1,1
Protected Method,"org.eclipse.jdt.internal.core.CreatePackageFragmentOperation.executeOperation()",CreatePackageFragmentOperation.java,,,,,,,,,,,,,,,,,,,,,,,,,,,4,46,0,40,12,31,8,20,15,1,27,34,12,22,7,7,7,1,1,,,,,0,,4,0,,,0.20,7,7,7,1
Public Method,"org.eclipse.jdt.internal.core.CreatePackageFragmentOperation.verify()",CreatePackageFragmentOperation.java,,,,,,,,,,,,,,,,,,,,,,,,,,,9,42,1,27,6,18,15,16,7,1,13,20,6,14,7,7,9,7,7,,,,,7,,3,7,,,0.56,7,7,9,7
Public Class,"org.eclipse.jdt.internal.core.CreateTypeHierarchyOperation",CreateTypeHierarchyOperation.java,1,1,2,1,11,0,7,4,1,13,13,0,,0,0,,,,7,1,7,65,0,0,1,6,,109,1,54,15,30,54,,,,26,39,15,24,,,,,,4,4,7,4,,2,1,,14,14,1.00,12,12,15,10
Public Constructor,"org.eclipse.jdt.internal.core.CreateTypeHierarchyOperation.CreateTypeHierarchyOperation(IRegion,IJavaProject,ICompilationUnit[],IType,boolean)",CreateTypeHierarchyOperation.java,,,,,,,,,,,,,,,,,,,,,,,,,,,7,9,0,4,1,2,5,4,1,0,2,3,1,2,1,1,1,1,0,,,,,0,,0,0,,,1.25,1,1,1,1
Public Constructor,"org.eclipse.jdt.internal.core.CreateTypeHierarchyOperation.CreateTypeHierarchyOperation(IType,ICompilationUnit[],IJavaProject,boolean)",CreateTypeHierarchyOperation.java,,,,,,,,,,,,,,,,,,,,,,,,,,,7,16,0,12,3,8,4,5,2,0,7,9,3,6,2,2,2,1,1,,,,,0,,1,0,,,0.33,2,2,2,1
Public Constructor,"org.eclipse.jdt.internal.core.CreateTypeHierarchyOperation.CreateTypeHierarchyOperation(IType,ICompilationUnit[],IJavaSearchScope,boolean)",CreateTypeHierarchyOperation.java,,,,,,,,,,,,,,,,,,,,,,,,,,,14,16,0,12,3,8,4,5,2,0,7,9,3,6,2,2,2,1,1,,,,,0,,1,0,,,0.33,2,2,2,1
Protected Method,"org.eclipse.jdt.internal.core.CreateTypeHierarchyOperation.executeOperation()",CreateTypeHierarchyOperation.java,,,,,,,,,,,,,,,,,,,,,,,,,,,1,7,0,3,1,1,4,1,1,0,1,2,1,1,1,1,1,1,0,,,,,0,,0,0,,,1.33,1,1,1,1
Public Method,"org.eclipse.jdt.internal.core.CreateTypeHierarchyOperation.getResult()",CreateTypeHierarchyOperation.java,,,,,,,,,,,,,,,,,,,,,,,,,,,14,6,0,3,1,1,3,1,1,0,1,2,1,1,1,1,1,1,0,,,,,0,,0,0,,,1.00,1,1,1,1
Public Method,"org.eclipse.jdt.internal.core.CreateTypeHierarchyOperation.isReadOnly()",CreateTypeHierarchyOperation.java,,,,,,,,,,,,,,,,,,,,,,,,,,,0,6,0,3,1,1,3,1,1,0,1,2,1,1,1,1,1,1,0,,,,,0,,0,0,,,1.00,1,1,1,1
Public Method,"org.eclipse.jdt.internal.core.CreateTypeHierarchyOperation.verify()",CreateTypeHierarchyOperation.java,,,,,,,,,,,,,,,,,,,,,,,,,,,4,21,0,14,3,9,7,6,4,1,6,10,3,7,4,4,7,4,3,,,,,3,,1,3,,,0.50,4,4,7,4
Public Abstract Class,"org.eclipse.jdt.internal.core.CreateTypeMemberOperation",CreateTypeMemberOperation.java,2,2,2,1,13,0,8,5,1,14,14,4,,0,0,,,,7,3,7,83,0,0,5,2,,127,2,65,19,40,63,,,,34,51,19,32,,,,,,5,5,5,5,,3,2,,80,80,0.97,16,16,16,13
Public Constructor,"org.eclipse.jdt.internal.core.CreateTypeMemberOperation.CreateTypeMemberOperation(IJavaElement,String,boolean)",CreateTypeMemberOperation.java,,,,,,,,,,,,,,,,,,,,,,,,,,,7,9,0,5,1,3,4,4,1,0,3,4,1,3,1,1,1,1,0,,,,,0,,0,0,,,0.80,1,1,1,1
