Kind,Name,File,AvgCyclomatic,AvgCyclomaticModified,AvgCyclomaticStrict,AvgEssential,AvgLine,AvgLineBlank,AvgLineCode,AvgLineComment,CountClassBase,CountClassCoupled,CountClassCoupledModified,CountClassDerived,CountDeclClass,CountDeclClassMethod,CountDeclClassVariable,CountDeclExecutableUnit,CountDeclFile,CountDeclFunction,CountDeclInstanceMethod,CountDeclInstanceVariable,CountDeclMethod,CountDeclMethodAll,CountDeclMethodDefault,CountDeclMethodPrivate,CountDeclMethodProtected,CountDeclMethodPublic,CountInput,CountLine,CountLineBlank,CountLineCode,CountLineCodeDecl,CountLineCodeExe,CountLineComment,CountOutput,CountPath,CountPathLog,CountSemicolon,CountStmt,CountStmtDecl,CountStmtExe,Cyclomatic,CyclomaticModified,CyclomaticStrict,Essential,Knots,MaxCyclomatic,MaxCyclomaticModified,MaxCyclomaticStrict,MaxEssential,MaxEssentialKnots,MaxInheritanceTree,MaxNesting,MinEssentialKnots,PercentLackOfCohesion,PercentLackOfCohesionModified,RatioCommentToCode,SumCyclomatic,SumCyclomaticModified,SumCyclomaticStrict,SumEssential
Public Method,"org.eclipse.jdt.core.dom.ASTVisitor.visit(CompilationUnit)",ASTVisitor.java,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,0,3,1,1,0,1,1,0,1,2,1,1,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Public Method,"org.eclipse.jdt.core.dom.ASTVisitor.visit(ConditionalExpression)",ASTVisitor.java,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,0,3,1,1,0,1,1,0,1,2,1,1,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Public Method,"org.eclipse.jdt.core.dom.ASTVisitor.visit(ConstructorInvocation)",ASTVisitor.java,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,0,3,1,1,0,1,1,0,1,2,1,1,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Public Method,"org.eclipse.jdt.core.dom.ASTVisitor.visit(ContinueStatement)",ASTVisitor.java,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,0,3,1,1,0,1,1,0,1,2,1,1,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Public Method,"org.eclipse.jdt.core.dom.ASTVisitor.visit(DoStatement)",ASTVisitor.java,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,0,3,1,1,0,1,1,0,1,2,1,1,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Public Method,"org.eclipse.jdt.core.dom.ASTVisitor.visit(EmptyStatement)",ASTVisitor.java,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,0,3,1,1,0,1,1,0,1,2,1,1,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Public Method,"org.eclipse.jdt.core.dom.ASTVisitor.visit(ExpressionStatement)",ASTVisitor.java,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,0,3,1,1,0,1,1,0,1,2,1,1,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Public Method,"org.eclipse.jdt.core.dom.ASTVisitor.visit(FieldAccess)",ASTVisitor.java,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,0,3,1,1,0,1,1,0,1,2,1,1,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Public Method,"org.eclipse.jdt.core.dom.ASTVisitor.visit(FieldDeclaration)",ASTVisitor.java,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,0,3,1,1,0,1,1,0,1,2,1,1,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Public Method,"org.eclipse.jdt.core.dom.ASTVisitor.visit(ForStatement)",ASTVisitor.java,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,0,3,1,1,0,1,1,0,1,2,1,1,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Public Method,"org.eclipse.jdt.core.dom.ASTVisitor.visit(IfStatement)",ASTVisitor.java,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,0,3,1,1,0,1,1,0,1,2,1,1,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Public Method,"org.eclipse.jdt.core.dom.ASTVisitor.visit(ImportDeclaration)",ASTVisitor.java,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,0,3,1,1,0,1,1,0,1,2,1,1,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Public Method,"org.eclipse.jdt.core.dom.ASTVisitor.visit(InfixExpression)",ASTVisitor.java,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,0,3,1,1,0,1,1,0,1,2,1,1,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Public Method,"org.eclipse.jdt.core.dom.ASTVisitor.visit(Initializer)",ASTVisitor.java,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,0,3,1,1,0,1,1,0,1,2,1,1,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Public Method,"org.eclipse.jdt.core.dom.ASTVisitor.visit(InstanceofExpression)",ASTVisitor.java,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,0,3,1,1,0,1,1,0,1,2,1,1,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Public Method,"org.eclipse.jdt.core.dom.ASTVisitor.visit(Javadoc)",ASTVisitor.java,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,0,3,1,1,0,1,1,0,1,2,1,1,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Public Method,"org.eclipse.jdt.core.dom.ASTVisitor.visit(LabeledStatement)",ASTVisitor.java,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,0,3,1,1,0,1,1,0,1,2,1,1,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Public Method,"org.eclipse.jdt.core.dom.ASTVisitor.visit(MethodDeclaration)",ASTVisitor.java,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,0,3,1,1,0,1,1,0,1,2,1,1,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Public Method,"org.eclipse.jdt.core.dom.ASTVisitor.visit(MethodInvocation)",ASTVisitor.java,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,0,3,1,1,0,1,1,0,1,2,1,1,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Public Method,"org.eclipse.jdt.core.dom.ASTVisitor.visit(NullLiteral)",ASTVisitor.java,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,0,3,1,1,0,1,1,0,1,2,1,1,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Public Method,"org.eclipse.jdt.core.dom.ASTVisitor.visit(NumberLiteral)",ASTVisitor.java,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,0,3,1,1,0,1,1,0,1,2,1,1,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Public Method,"org.eclipse.jdt.core.dom.ASTVisitor.visit(PackageDeclaration)",ASTVisitor.java,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,0,3,1,1,0,1,1,0,1,2,1,1,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Public Method,"org.eclipse.jdt.core.dom.ASTVisitor.visit(ParenthesizedExpression)",ASTVisitor.java,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,0,3,1,1,0,1,1,0,1,2,1,1,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Public Method,"org.eclipse.jdt.core.dom.ASTVisitor.visit(PostfixExpression)",ASTVisitor.java,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,0,3,1,1,0,1,1,0,1,2,1,1,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Public Method,"org.eclipse.jdt.core.dom.ASTVisitor.visit(PrefixExpression)",ASTVisitor.java,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,0,3,1,1,0,1,1,0,1,2,1,1,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Public Method,"org.eclipse.jdt.core.dom.ASTVisitor.visit(PrimitiveType)",ASTVisitor.java,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,0,3,1,1,0,1,1,0,1,2,1,1,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Public Method,"org.eclipse.jdt.core.dom.ASTVisitor.visit(QualifiedName)",ASTVisitor.java,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,0,3,1,1,0,1,1,0,1,2,1,1,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Public Method,"org.eclipse.jdt.core.dom.ASTVisitor.visit(ReturnStatement)",ASTVisitor.java,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,0,3,1,1,0,1,1,0,1,2,1,1,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Public Method,"org.eclipse.jdt.core.dom.ASTVisitor.visit(SimpleName)",ASTVisitor.java,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,0,3,1,1,0,1,1,0,1,2,1,1,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Public Method,"org.eclipse.jdt.core.dom.ASTVisitor.visit(SimpleType)",ASTVisitor.java,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,0,3,1,1,0,1,1,0,1,2,1,1,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Public Method,"org.eclipse.jdt.core.dom.ASTVisitor.visit(SingleVariableDeclaration)",ASTVisitor.java,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,0,3,1,1,0,1,1,0,1,2,1,1,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Public Method,"org.eclipse.jdt.core.dom.ASTVisitor.visit(StringLiteral)",ASTVisitor.java,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,0,3,1,1,0,1,1,0,1,2,1,1,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Public Method,"org.eclipse.jdt.core.dom.ASTVisitor.visit(SuperConstructorInvocation)",ASTVisitor.java,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,0,3,1,1,0,1,1,0,1,2,1,1,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Public Method,"org.eclipse.jdt.core.dom.ASTVisitor.visit(SuperFieldAccess)",ASTVisitor.java,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,0,3,1,1,0,1,1,0,1,2,1,1,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Public Method,"org.eclipse.jdt.core.dom.ASTVisitor.visit(SuperMethodInvocation)",ASTVisitor.java,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,0,3,1,1,0,1,1,0,1,2,1,1,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Public Method,"org.eclipse.jdt.core.dom.ASTVisitor.visit(SwitchCase)",ASTVisitor.java,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,0,3,1,1,0,1,1,0,1,2,1,1,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Public Method,"org.eclipse.jdt.core.dom.ASTVisitor.visit(SwitchStatement)",ASTVisitor.java,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,0,3,1,1,0,1,1,0,1,2,1,1,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Public Method,"org.eclipse.jdt.core.dom.ASTVisitor.visit(SynchronizedStatement)",ASTVisitor.java,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,0,3,1,1,0,1,1,0,1,2,1,1,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Public Method,"org.eclipse.jdt.core.dom.ASTVisitor.visit(ThisExpression)",ASTVisitor.java,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,0,3,1,1,0,1,1,0,1,2,1,1,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Public Method,"org.eclipse.jdt.core.dom.ASTVisitor.visit(ThrowStatement)",ASTVisitor.java,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,0,3,1,1,0,1,1,0,1,2,1,1,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Public Method,"org.eclipse.jdt.core.dom.ASTVisitor.visit(TryStatement)",ASTVisitor.java,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,0,3,1,1,0,1,1,0,1,2,1,1,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Public Method,"org.eclipse.jdt.core.dom.ASTVisitor.visit(TypeDeclaration)",ASTVisitor.java,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,0,3,1,1,0,1,1,0,1,2,1,1,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Public Method,"org.eclipse.jdt.core.dom.ASTVisitor.visit(TypeDeclarationStatement)",ASTVisitor.java,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,0,3,1,1,0,1,1,0,1,2,1,1,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Public Method,"org.eclipse.jdt.core.dom.ASTVisitor.visit(TypeLiteral)",ASTVisitor.java,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,0,3,1,1,0,1,1,0,1,2,1,1,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Public Method,"org.eclipse.jdt.core.dom.ASTVisitor.visit(VariableDeclarationExpression)",ASTVisitor.java,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,0,3,1,1,0,1,1,0,1,2,1,1,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Public Method,"org.eclipse.jdt.core.dom.ASTVisitor.visit(VariableDeclarationFragment)",ASTVisitor.java,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,0,3,1,1,0,1,1,0,1,2,1,1,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Public Method,"org.eclipse.jdt.core.dom.ASTVisitor.visit(VariableDeclarationStatement)",ASTVisitor.java,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,0,3,1,1,0,1,1,0,1,2,1,1,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Public Method,"org.eclipse.jdt.core.dom.ASTVisitor.visit(WhileStatement)",ASTVisitor.java,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,0,3,1,1,0,1,1,0,1,2,1,1,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Public Class,"org.eclipse.jdt.core.dom.AnonymousClassDeclaration",AnonymousClassDeclaration.java,1,1,1,1,7,0,4,3,1,7,7,0,,0,0,,,,9,1,9,42,5,0,0,4,,127,10,41,14,19,76,,,,15,26,13,13,,,,,,2,2,2,1,,2,1,,66,55,1.85,10,10,10,9
Constructor,"org.eclipse.jdt.core.dom.AnonymousClassDeclaration.AnonymousClassDeclaration(AST)",AnonymousClassDeclaration.java,,,,,,,,,,,,,,,,,,,,,,,,,,,3,14,0,3,1,1,11,2,1,0,1,2,1,1,1,1,1,1,0,,,,,0,,0,0,,,3.67,1,1,1,1
Method,"org.eclipse.jdt.core.dom.AnonymousClassDeclaration.accept0(ASTVisitor)",AnonymousClassDeclaration.java,,,,,,,,,,,,,,,,,,,,,,,,,,,2,8,0,7,2,4,1,3,2,0,3,5,2,3,2,2,2,1,0,,,,,0,,1,0,,,0.14,2,2,2,1
Public Method,"org.eclipse.jdt.core.dom.AnonymousClassDeclaration.bodyDeclarations()",AnonymousClassDeclaration.java,,,,,,,,,,,,,,,,,,,,,,,,,,,5,10,0,3,1,1,7,1,1,0,1,2,1,1,1,1,1,1,0,,,,,0,,0,0,,,2.33,1,1,1,1
Method,"org.eclipse.jdt.core.dom.AnonymousClassDeclaration.clone(AST)",AnonymousClassDeclaration.java,,,,,,,,,,,,,,,,,,,,,,,,,,,1,7,0,7,2,5,0,8,1,0,4,5,2,3,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Public Method,"org.eclipse.jdt.core.dom.AnonymousClassDeclaration.getNodeType()",AnonymousClassDeclaration.java,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,0,3,1,1,0,1,1,0,1,2,1,1,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Method,"org.eclipse.jdt.core.dom.AnonymousClassDeclaration.memSize()",AnonymousClassDeclaration.java,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,0,3,1,1,1,1,1,0,1,2,1,1,1,1,1,1,0,,,,,0,,0,0,,,0.33,1,1,1,1
Public Method,"org.eclipse.jdt.core.dom.AnonymousClassDeclaration.resolveBinding()",AnonymousClassDeclaration.java,,,,,,,,,,,,,,,,,,,,,,,,,,,1,14,0,3,1,1,11,4,1,0,1,2,1,1,1,1,1,1,0,,,,,0,,0,0,,,3.67,1,1,1,1
Public Method,"org.eclipse.jdt.core.dom.AnonymousClassDeclaration.subtreeMatch(ASTMatcher,Object)",AnonymousClassDeclaration.java,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,0,3,1,1,1,2,1,0,1,2,1,1,1,1,1,1,0,,,,,0,,0,0,,,0.33,1,1,1,1
Method,"org.eclipse.jdt.core.dom.AnonymousClassDeclaration.treeSize()",AnonymousClassDeclaration.java,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5,0,5,1,3,0,3,1,0,1,2,1,1,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Public Class,"org.eclipse.jdt.core.dom.ArrayAccess",ArrayAccess.java,1,1,1,1,10,0,5,4,1,4,4,0,,0,0,,,,11,2,11,46,5,0,0,6,,176,13,67,18,38,96,,,,30,47,18,29,,,,,,3,3,3,1,,3,1,,72,54,1.43,18,18,18,11
Constructor,"org.eclipse.jdt.core.dom.ArrayAccess.ArrayAccess(AST)",ArrayAccess.java,,,,,,,,,,,,,,,,,,,,,,,,,,,3,13,0,3,1,1,10,2,1,0,1,2,1,1,1,1,1,1,0,,,,,0,,0,0,,,3.33,1,1,1,1
Method,"org.eclipse.jdt.core.dom.ArrayAccess.accept0(ASTVisitor)",ArrayAccess.java,,,,,,,,,,,,,,,,,,,,,,,,,,,1,9,0,8,2,5,1,5,2,0,4,6,2,4,2,2,2,1,0,,,,,0,,1,0,,,0.13,2,2,2,1
Method,"org.eclipse.jdt.core.dom.ArrayAccess.clone(AST)",ArrayAccess.java,,,,,,,,,,,,,,,,,,,,,,,,,,,1,7,0,7,2,5,0,10,1,0,5,6,2,4,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Public Method,"org.eclipse.jdt.core.dom.ArrayAccess.getArray()",ArrayAccess.java,,,,,,,,,,,,,,,,,,,,,,,,,,,6,14,0,8,2,5,6,6,2,0,4,6,2,4,2,2,2,1,0,,,,,0,,1,0,,,0.75,2,2,2,1
Public Method,"org.eclipse.jdt.core.dom.ArrayAccess.getIndex()",ArrayAccess.java,,,,,,,,,,,,,,,,,,,,,,,,,,,6,14,0,8,2,5,6,6,2,0,4,6,2,4,2,2,2,1,0,,,,,0,,1,0,,,0.75,2,2,2,1
Public Method,"org.eclipse.jdt.core.dom.ArrayAccess.getNodeType()",ArrayAccess.java,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,0,3,1,1,0,1,1,0,1,2,1,1,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Method,"org.eclipse.jdt.core.dom.ArrayAccess.memSize()",ArrayAccess.java,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,0,3,1,1,0,1,1,0,1,2,1,1,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Public Method,"org.eclipse.jdt.core.dom.ArrayAccess.setArray(Expression)",ArrayAccess.java,,,,,,,,,,,,,,,,,,,,,,,,,,,5,20,0,7,1,4,13,2,2,0,3,5,1,4,2,2,2,1,0,,,,,0,,1,0,,,1.86,2,2,2,1
Public Method,"org.eclipse.jdt.core.dom.ArrayAccess.setIndex(Expression)",ArrayAccess.java,,,,,,,,,,,,,,,,,,,,,,,,,,,5,20,0,7,1,4,13,2,2,0,3,5,1,4,2,2,2,1,0,,,,,0,,1,0,,,1.86,2,2,2,1
Public Method,"org.eclipse.jdt.core.dom.ArrayAccess.subtreeMatch(ASTMatcher,Object)",ArrayAccess.java,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,0,3,1,1,1,2,1,0,1,2,1,1,1,1,1,1,0,,,,,0,,0,0,,,0.33,1,1,1,1
Method,"org.eclipse.jdt.core.dom.ArrayAccess.treeSize()",ArrayAccess.java,,,,,,,,,,,,,,,,,,,,,,,,,,,2,6,0,6,1,4,0,5,1,0,1,2,1,1,3,3,3,1,0,,,,,0,,0,0,,,0.00,3,3,3,1
Public Class,"org.eclipse.jdt.core.dom.ArrayCreation",ArrayCreation.java,1,1,1,1,9,0,5,4,1,7,7,0,,0,0,,,,12,3,12,47,5,0,0,7,,201,15,69,22,39,117,,,,31,47,20,27,,,,,,3,3,3,1,,3,1,,75,61,1.70,17,17,17,12
Constructor,"org.eclipse.jdt.core.dom.ArrayCreation.ArrayCreation(AST)",ArrayCreation.java,,,,,,,,,,,,,,,,,,,,,,,,,,,3,11,0,3,1,1,8,2,1,0,1,2,1,1,1,1,1,1,0,,,,,0,,0,0,,,2.67,1,1,1,1
Method,"org.eclipse.jdt.core.dom.ArrayCreation.accept0(ASTVisitor)",ArrayCreation.java,,,,,,,,,,,,,,,,,,,,,,,,,,,2,10,0,9,2,6,1,6,2,0,5,7,2,5,2,2,2,1,0,,,,,0,,1,0,,,0.11,2,2,2,1
Method,"org.eclipse.jdt.core.dom.ArrayCreation.clone(AST)",ArrayCreation.java,,,,,,,,,,,,,,,,,,,,,,,,,,,1,9,0,9,2,7,0,14,1,0,6,7,2,5,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Public Method,"org.eclipse.jdt.core.dom.ArrayCreation.dimensions()",ArrayCreation.java,,,,,,,,,,,,,,,,,,,,,,,,,,,5,10,0,3,1,1,7,1,1,0,1,2,1,1,1,1,1,1,0,,,,,0,,0,0,,,2.33,1,1,1,1
Public Method,"org.eclipse.jdt.core.dom.ArrayCreation.getInitializer()",ArrayCreation.java,,,,,,,,,,,,,,,,,,,,,,,,,,,6,10,0,3,1,1,7,1,1,0,1,2,1,1,1,1,1,1,0,,,,,0,,0,0,,,2.33,1,1,1,1
Public Method,"org.eclipse.jdt.core.dom.ArrayCreation.getNodeType()",ArrayCreation.java,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,0,3,1,1,0,1,1,0,1,2,1,1,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Public Method,"org.eclipse.jdt.core.dom.ArrayCreation.getType()",ArrayCreation.java,,,,,,,,,,,,,,,,,,,,,,,,,,,7,15,0,9,2,6,6,7,2,0,4,6,2,4,2,2,2,1,0,,,,,0,,1,0,,,0.67,2,2,2,1
Method,"org.eclipse.jdt.core.dom.ArrayCreation.memSize()",ArrayCreation.java,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,0,3,1,1,0,1,1,0,1,2,1,1,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Public Method,"org.eclipse.jdt.core.dom.ArrayCreation.setInitializer(ArrayInitializer)",ArrayCreation.java,,,,,,,,,,,,,,,,,,,,,,,,,,,4,18,0,4,1,2,14,2,1,0,2,3,1,2,1,1,1,1,0,,,,,0,,0,0,,,3.50,1,1,1,1
Public Method,"org.eclipse.jdt.core.dom.ArrayCreation.setType(ArrayType)",ArrayCreation.java,,,,,,,,,,,,,,,,,,,,,,,,,,,5,18,0,7,1,4,11,2,2,0,3,5,1,4,2,2,2,1,0,,,,,0,,1,0,,,1.57,2,2,2,1
Public Method,"org.eclipse.jdt.core.dom.ArrayCreation.subtreeMatch(ASTMatcher,Object)",ArrayCreation.java,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,0,3,1,1,1,2,1,0,1,2,1,1,1,1,1,1,0,,,,,0,,0,0,,,0.33,1,1,1,1
Method,"org.eclipse.jdt.core.dom.ArrayCreation.treeSize()",ArrayCreation.java,,,,,,,,,,,,,,,,,,,,,,,,,,,3,7,0,7,3,5,0,7,1,0,2,3,2,1,3,3,3,1,0,,,,,0,,0,0,,,0.00,3,3,3,1
Public Class,"org.eclipse.jdt.core.dom.ArrayInitializer",ArrayInitializer.java,1,1,1,1,5,0,3,1,1,4,4,0,,0,0,,,,8,1,8,43,5,0,0,3,,99,9,35,13,15,55,,,,14,24,12,12,,,,,,2,2,2,1,,3,1,,62,50,1.57,9,9,9,8
Constructor,"org.eclipse.jdt.core.dom.ArrayInitializer.ArrayInitializer(AST)",ArrayInitializer.java,,,,,,,,,,,,,,,,,,,,,,,,,,,3,9,0,3,1,1,6,2,1,0,1,2,1,1,1,1,1,1,0,,,,,0,,0,0,,,2.00,1,1,1,1
Method,"org.eclipse.jdt.core.dom.ArrayInitializer.accept0(ASTVisitor)",ArrayInitializer.java,,,,,,,,,,,,,,,,,,,,,,,,,,,2,7,0,7,2,4,0,3,2,0,3,5,2,3,2,2,2,1,0,,,,,0,,1,0,,,0.00,2,2,2,1
Method,"org.eclipse.jdt.core.dom.ArrayInitializer.clone(AST)",ArrayInitializer.java,,,,,,,,,,,,,,,,,,,,,,,,,,,1,6,0,6,2,4,0,8,1,0,4,5,2,3,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Public Method,"org.eclipse.jdt.core.dom.ArrayInitializer.expressions()",ArrayInitializer.java,,,,,,,,,,,,,,,,,,,,,,,,,,,5,9,0,3,1,1,6,1,1,0,1,2,1,1,1,1,1,1,0,,,,,0,,0,0,,,2.00,1,1,1,1
Public Method,"org.eclipse.jdt.core.dom.ArrayInitializer.getNodeType()",ArrayInitializer.java,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,0,3,1,1,0,1,1,0,1,2,1,1,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Method,"org.eclipse.jdt.core.dom.ArrayInitializer.memSize()",ArrayInitializer.java,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,0,3,1,1,0,1,1,0,1,2,1,1,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Public Method,"org.eclipse.jdt.core.dom.ArrayInitializer.subtreeMatch(ASTMatcher,Object)",ArrayInitializer.java,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,0,3,1,1,1,2,1,0,1,2,1,1,1,1,1,1,0,,,,,0,,0,0,,,0.33,1,1,1,1
Method,"org.eclipse.jdt.core.dom.ArrayInitializer.treeSize()",ArrayInitializer.java,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,0,3,1,1,0,3,1,0,1,2,1,1,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Public Class,"org.eclipse.jdt.core.dom.ArrayType",ArrayType.java,1,1,1,1,10,0,5,4,1,4,4,0,,0,0,,,,11,1,11,49,5,0,0,6,,170,11,66,19,37,94,,,,28,45,19,26,,,,,,2,2,2,1,,3,1,,72,36,1.42,17,17,17,11
Constructor,"org.eclipse.jdt.core.dom.ArrayType.ArrayType(AST)",ArrayType.java,,,,,,,,,,,,,,,,,,,,,,,,,,,4,12,0,3,1,1,9,2,1,0,1,2,1,1,1,1,1,1,0,,,,,0,,0,0,,,3.00,1,1,1,1
Method,"org.eclipse.jdt.core.dom.ArrayType.accept0(ASTVisitor)",ArrayType.java,,,,,,,,,,,,,,,,,,,,,,,,,,,1,7,0,7,2,4,0,4,2,0,3,5,2,3,2,2,2,1,0,,,,,0,,1,0,,,0.00,2,2,2,1
