project,Kind,Name,AvgCyclomatic,AvgCyclomaticModified,AvgCyclomaticStrict,AvgEssential,AvgLine,AvgLineBlank,AvgLineCode,AvgLineComment,CountClassBase,CountClassCoupled,CountClassDerived,CountDeclClass,CountDeclClassMethod,CountDeclClassVariable,CountDeclInstanceMethod,CountDeclInstanceVariable,CountDeclMethod,CountDeclMethodAll,CountDeclInstanceMethod,CountDeclInstanceVariable,CountDeclMethod,CountDeclMethodAll,CountDeclMethodDefault,CountDeclMethodPrivate,CountDeclMethodProtected,CountDeclMethodPublic,CountLine,CountLineBlank,CountLineCode,CountLineCodeDecl,CountLineCodeExe,CountLineComment,CountSemicolon,CountStmt,CountStmtDecl,MaxCyclomatic,MaxCyclomaticModified,MaxCyclomaticStrict,MaxEssential,MaxInheritanceTree,MaxNesting,PercentLackOfCohesion,PercentLackOfCohesionModified,RatioCommentToCode,SumCyclomatic,SumCyclomaticModified,SumCyclomaticStrict,SumEssential,is_cdsbp
nutch,Public Static Class,org.apache.nutch.scoring.webgraph.LinkDumper.LinkNodes,1.0,1.0,1.0,1.0,5.0,0.0,5.0,0.0,2.0,1.0,0.0,,0.0,0.0,6.0,1.0,6.0,6.0,6.0,1.0,6.0,6.0,0.0,0.0,0.0,6.0,48,8,37,14,15,3,16,27,13,3.0,3.0,4.0,1.0,1.0,2,16.0,16.0,0.08,10,10,11,6,False
nutch,Public Static Class,org.apache.nutch.scoring.webgraph.LinkDumper.Merger,1.0,1.0,1.0,1.0,10.0,1.0,8.0,1.0,2.0,2.0,0.0,,0.0,0.0,3.0,2.0,3.0,3.0,3.0,2.0,3.0,3.0,0.0,0.0,0.0,3.0,44,8,29,14,14,7,12,18,11,3.0,3.0,3.0,3.0,1.0,2,50.0,50.0,0.24,5,5,5,5,False
nutch,Public Static Class,org.apache.nutch.scoring.webgraph.LinkDumper.Reader,3.0,3.0,4.0,1.0,33.0,5.0,24.0,4.0,1.0,6.0,0.0,,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,41,6,26,12,19,9,14,19,11,3.0,3.0,4.0,1.0,1.0,1,0.0,0.0,0.35,3,3,4,1,False
nutch,Public Class,org.apache.nutch.scoring.webgraph.LinkRank,2.0,2.0,2.0,1.0,33.0,2.0,20.0,9.0,2.0,12.0,0.0,,1.0,2.0,9.0,0.0,10.0,10.0,9.0,0.0,10.0,10.0,0.0,4.0,0.0,6.0,624,86,395,146,268,143,231,286,112,5.0,5.0,5.0,3.0,2.0,2,0.0,0.0,0.36,22,22,24,12,False
nutch,Private Static Class,org.apache.nutch.scoring.webgraph.LinkRank.Analyzer,2.0,2.0,3.0,2.0,23.0,3.0,16.0,4.0,3.0,4.0,0.0,,0.0,0.0,4.0,6.0,4.0,4.0,4.0,6.0,4.0,4.0,0.0,0.0,0.0,4.0,113,17,77,35,53,19,43,53,27,5.0,5.0,8.0,5.0,1.0,3,45.0,45.0,0.25,9,9,12,8,False
nutch,Private Static Class,org.apache.nutch.scoring.webgraph.LinkRank.Counter,1.0,1.0,1.0,1.0,6.0,0.0,4.0,1.0,3.0,2.0,0.0,,0.0,2.0,4.0,1.0,4.0,4.0,4.0,1.0,4.0,4.0,0.0,0.0,0.0,4.0,43,6,26,15,8,11,8,14,9,2.0,2.0,2.0,1.0,1.0,1,66.0,66.0,0.42,5,5,5,4,False
nutch,Private Static Class,org.apache.nutch.scoring.webgraph.LinkRank.Initializer,1.0,1.0,1.0,1.0,5.0,0.0,4.0,0.0,2.0,1.0,0.0,,0.0,0.0,3.0,2.0,3.0,3.0,3.0,2.0,3.0,3.0,0.0,0.0,0.0,3.0,25,6,19,11,7,0,8,12,8,1.0,1.0,1.0,1.0,1.0,0,33.0,33.0,0.0,3,3,3,3,False
nutch,Private Static Class,org.apache.nutch.scoring.webgraph.LinkRank.Inverter,3.0,3.0,3.0,1.0,19.0,2.0,13.0,3.0,3.0,4.0,0.0,,0.0,0.0,4.0,1.0,4.0,4.0,4.0,1.0,4.0,4.0,0.0,0.0,0.0,4.0,92,13,60,25,36,19,29,41,20,9.0,9.0,10.0,4.0,1.0,3,50.0,50.0,0.32,12,12,13,7,False
nutch,Public Class,org.apache.nutch.scoring.webgraph.LoopReader,1.0,1.0,2.0,1.0,19.0,2.0,13.0,4.0,1.0,4.0,0.0,,1.0,0.0,3.0,2.0,4.0,4.0,3.0,2.0,4.0,4.0,0.0,0.0,0.0,4.0,91,15,56,24,38,20,30,39,20,3.0,3.0,5.0,3.0,2.0,2,75.0,50.0,0.36,7,7,9,6,False
nutch,Public Class,org.apache.nutch.scoring.webgraph.Loops,3.0,3.0,3.0,1.0,48.0,4.0,40.0,3.0,2.0,10.0,0.0,,1.0,3.0,2.0,0.0,3.0,3.0,2.0,0.0,3.0,3.0,0.0,0.0,0.0,3.0,546,81,366,136,212,99,181,256,107,6.0,6.0,6.0,3.0,2.0,2,0.0,0.0,0.27,10,10,11,5,False
nutch,Public Static Class,org.apache.nutch.scoring.webgraph.Loops.Finalizer,1.0,1.0,1.0,1.0,7.0,0.0,4.0,2.0,3.0,2.0,0.0,,0.0,0.0,6.0,1.0,6.0,6.0,6.0,1.0,6.0,6.0,0.0,0.0,0.0,6.0,62,9,34,18,10,19,9,18,11,2.0,2.0,2.0,1.0,2.0,1,83.0,83.0,0.56,8,8,8,6,False
nutch,Public Static Class,org.apache.nutch.scoring.webgraph.Loops.Initializer,2.0,2.0,2.0,1.0,12.0,1.0,7.0,3.0,3.0,3.0,0.0,,0.0,0.0,6.0,1.0,6.0,6.0,6.0,1.0,6.0,6.0,0.0,0.0,0.0,6.0,89,13,53,24,25,23,20,34,18,7.0,7.0,7.0,1.0,2.0,3,83.0,83.0,0.43,12,12,12,6,False
nutch,Public Static Class,org.apache.nutch.scoring.webgraph.Loops.LoopSet,1.0,1.0,1.0,1.0,5.0,0.0,5.0,0.0,2.0,0.0,0.0,,0.0,0.0,6.0,1.0,6.0,6.0,6.0,1.0,6.0,6.0,0.0,0.0,0.0,6.0,49,10,36,15,16,3,15,27,15,3.0,3.0,3.0,1.0,1.0,1,16.0,16.0,0.08,10,10,10,6,False
nutch,Public Static Class,org.apache.nutch.scoring.webgraph.Loops.Looper,2.0,2.0,2.0,1.0,17.0,1.0,11.0,4.0,3.0,2.0,0.0,,0.0,0.0,6.0,2.0,6.0,6.0,6.0,2.0,6.0,6.0,0.0,0.0,0.0,6.0,120,15,76,27,41,29,29,48,21,11.0,11.0,11.0,1.0,2.0,4,58.0,58.0,0.38,17,17,17,6,False
nutch,Public Static Class,org.apache.nutch.scoring.webgraph.Loops.Route,1.0,1.0,1.0,1.0,3.0,0.0,3.0,0.0,2.0,0.0,0.0,,0.0,0.0,9.0,3.0,9.0,9.0,9.0,3.0,9.0,9.0,0.0,0.0,0.0,9.0,53,12,38,16,15,3,15,25,13,1.0,1.0,1.0,1.0,1.0,0,55.0,55.0,0.08,9,9,9,9,False
nutch,Public Class,org.apache.nutch.scoring.webgraph.Node,1.0,1.0,1.0,1.0,4.0,0.0,3.0,0.0,2.0,1.0,0.0,,0.0,0.0,13.0,4.0,13.0,13.0,13.0,4.0,13.0,13.0,0.0,0.0,0.0,13.0,80,18,56,21,25,6,23,37,18,2.0,2.0,2.0,1.0,1.0,0,57.0,57.0,0.11,14,14,14,13,False
nutch,Public Class,org.apache.nutch.scoring.webgraph.NodeDumper,3.0,3.0,3.0,1.0,41.0,3.0,32.0,5.0,2.0,6.0,0.0,,1.0,1.0,2.0,0.0,3.0,3.0,2.0,0.0,3.0,3.0,0.0,0.0,0.0,3.0,224,26,153,74,107,45,87,104,48,6.0,6.0,7.0,3.0,2.0,2,0.0,0.0,0.29,10,10,11,5,False
nutch,Public Static Class,org.apache.nutch.scoring.webgraph.NodeDumper.Sorter,2.0,2.0,2.0,1.0,13.0,1.0,9.0,3.0,3.0,1.0,0.0,,0.0,0.0,4.0,5.0,4.0,4.0,4.0,5.0,4.0,4.0,0.0,0.0,0.0,4.0,74,9,45,21,24,20,21,29,15,3.0,3.0,4.0,1.0,2.0,1,55.0,55.0,0.44,8,8,9,4,False
nutch,Public Class,org.apache.nutch.scoring.webgraph.NodeReader,1.0,1.0,2.0,1.0,19.0,2.0,13.0,4.0,1.0,4.0,0.0,,1.0,0.0,3.0,2.0,4.0,4.0,3.0,2.0,4.0,4.0,0.0,0.0,0.0,4.0,91,14,57,24,40,20,33,40,19,3.0,3.0,5.0,3.0,2.0,2,75.0,50.0,0.35,6,6,8,6,False
nutch,Public Class,org.apache.nutch.scoring.webgraph.ScoreUpdater,2.0,2.0,2.0,1.0,24.0,2.0,17.0,4.0,4.0,7.0,0.0,,1.0,1.0,6.0,2.0,7.0,7.0,6.0,2.0,7.0,7.0,0.0,0.0,0.0,7.0,193,29,130,52,90,34,72,89,37,6.0,6.0,6.0,3.0,2.0,2,78.0,78.0,0.26,16,16,18,9,False
nutch,Public Class,org.apache.nutch.scoring.webgraph.WebGraph,6.0,6.0,7.0,1.0,79.0,10.0,59.0,9.0,2.0,12.0,0.0,,1.0,5.0,2.0,0.0,3.0,3.0,2.0,0.0,3.0,3.0,0.0,0.0,0.0,3.0,600,86,368,131,253,146,209,270,109,13.0,13.0,13.0,3.0,2.0,3,0.0,0.0,0.4,20,20,23,5,True
nutch,Private Static Class,org.apache.nutch.scoring.webgraph.WebGraph.InlinkDb,1.0,1.0,1.0,1.0,7.0,0.0,4.0,3.0,2.0,1.0,0.0,,0.0,0.0,5.0,2.0,5.0,5.0,5.0,2.0,5.0,5.0,0.0,0.0,0.0,5.0,56,8,27,16,9,21,11,17,12,1.0,1.0,1.0,1.0,2.0,0,70.0,70.0,0.78,5,5,5,5,False
nutch,Private Static Class,org.apache.nutch.scoring.webgraph.WebGraph.NodeDb,1.0,1.0,1.0,1.0,9.0,0.0,6.0,3.0,2.0,2.0,0.0,,0.0,0.0,5.0,1.0,5.0,5.0,5.0,1.0,5.0,5.0,0.0,0.0,0.0,5.0,63,9,35,15,15,19,13,22,11,4.0,4.0,4.0,1.0,2.0,2,80.0,80.0,0.54,8,8,8,5,False
nutch,Public Static Class,org.apache.nutch.scoring.webgraph.WebGraph.OutlinkDb,2.0,2.0,4.0,1.0,22.0,2.0,13.0,6.0,3.0,8.0,0.0,,0.0,0.0,8.0,6.0,8.0,8.0,8.0,6.0,8.0,8.0,0.0,2.0,0.0,6.0,206,29,120,48,77,57,59,84,44,8.0,8.0,18.0,1.0,2.0,4,75.0,72.0,0.47,22,22,39,8,False
nutch,Public Class,org.apache.nutch.segment.ContentAsTextInputFormat,1.0,1.0,1.0,1.0,5.0,0.0,4.0,0.0,1.0,1.0,0.0,,0.0,0.0,2.0,0.0,2.0,2.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,2.0,79,16,56,26,21,7,22,34,17,1.0,1.0,1.0,1.0,2.0,0,0.0,0.0,0.13,2,2,2,2,False
nutch,Private Static Class,org.apache.nutch.segment.ContentAsTextInputFormat.ContentAsTextRecordReader,1.0,1.0,1.0,1.0,6.0,0.0,5.0,0.0,2.0,1.0,0.0,,0.0,0.0,7.0,3.0,7.0,7.0,7.0,3.0,7.0,7.0,0.0,0.0,0.0,7.0,58,12,44,20,18,2,19,28,14,2.0,2.0,2.0,1.0,1.0,1,57.0,57.0,0.05,8,8,8,7,False
nutch,Public Class,org.apache.nutch.segment.SegmentMergeFilters,4.0,4.0,4.0,2.0,19.0,0.0,16.0,3.0,1.0,10.0,0.0,,0.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,0.0,0.0,0.0,2.0,51,2,36,10,23,13,14,25,9,5.0,5.0,5.0,3.0,1.0,3,0.0,0.0,0.36,9,9,9,4,False
nutch,Public Class,org.apache.nutch.segment.SegmentMerger,9.0,9.0,10.0,2.0,41.0,0.0,38.0,2.0,3.0,16.0,0.0,,1.0,3.0,8.0,6.0,9.0,9.0,8.0,6.0,9.0,9.0,0.0,0.0,0.0,9.0,621,34,513,114,396,75,295,408,121,35.0,35.0,36.0,7.0,2.0,6,79.0,59.0,0.15,81,81,90,21,False
nutch,Public Static Class,org.apache.nutch.segment.SegmentMerger.ObjectInputFormat,5.0,5.0,5.0,1.0,61.0,10.0,49.0,2.0,1.0,1.0,0.0,,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,70,11,53,14,34,6,22,31,12,5.0,5.0,5.0,1.0,2.0,1,0.0,0.0,0.11,5,5,5,1,False
nutch,Anonymous Class,org.apache.nutch.segment.SegmentMerger.ObjectInputFormat.getRecordReader.(Anon_1),1.0,1.0,1.0,1.0,4.0,0.0,4.0,0.0,1.0,3.0,0.0,,0.0,0.0,3.0,0.0,3.0,3.0,3.0,0.0,3.0,3.0,0.0,0.0,0.0,3.0,20,4,16,1,13,0,7,10,4,1.0,1.0,1.0,1.0,2.0,0,0.0,0.0,0.0,3,3,3,3,False
nutch,Public Static Class,org.apache.nutch.segment.SegmentMerger.SegmentOutputFormat,1.0,1.0,1.0,1.0,101.0,4.0,93.0,4.0,1.0,0.0,0.0,,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,106,5,97,17,77,4,54,77,27,1.0,1.0,1.0,1.0,2.0,0,0.0,0.0,0.04,1,1,1,1,False
nutch,Anonymous Class,org.apache.nutch.segment.SegmentMerger.SegmentOutputFormat.getRecordWriter.(Anon_2),5.0,5.0,5.0,1.0,20.0,0.0,20.0,0.0,1.0,10.0,0.0,,0.0,0.0,4.0,8.0,4.0,4.0,4.0,8.0,4.0,4.0,0.0,2.0,0.0,2.0,98,4,90,13,75,4,52,73,24,9.0,9.0,9.0,1.0,2.0,2,62.0,59.0,0.04,21,21,21,4,False
nutch,Public Class,org.apache.nutch.segment.SegmentPart,1.0,1.0,1.0,1.0,11.0,0.0,6.0,4.0,1.0,0.0,0.0,,3.0,0.0,3.0,2.0,6.0,6.0,3.0,2.0,6.0,6.0,0.0,0.0,0.0,6.0,100,7,45,16,25,48,23,34,16,4.0,4.0,4.0,1.0,1.0,1,66.0,33.0,1.07,10,10,10,6,False
nutch,Public Class,org.apache.nutch.segment.SegmentReader,6.0,6.0,7.0,1.0,30.0,0.0,29.0,0.0,2.0,13.0,0.0,,2.0,5.0,13.0,9.0,15.0,15.0,13.0,9.0,15.0,15.0,0.0,5.0,0.0,10.0,574,44,504,117,394,27,318,436,124,25.0,23.0,26.0,11.0,2.0,5,72.0,65.0,0.05,100,98,105,25,False
nutch,Public Static Class,org.apache.nutch.segment.SegmentReader.InputCompatMapper,2.0,2.0,2.0,1.0,9.0,0.0,8.0,1.0,2.0,1.0,0.0,,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,15,2,12,5,5,1,4,7,3,2.0,2.0,2.0,1.0,2.0,1,0.0,0.0,0.08,2,2,2,1,False
nutch,Public Static Class,org.apache.nutch.segment.SegmentReader.SegmentReaderStats,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,0.0,0.0,0.0,7.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,9,0,9,8,7,0,7,8,8,0.0,0.0,0.0,0.0,1.0,0,0.0,0.0,0.0,0,0,0,0,False
nutch,Public Static Class,org.apache.nutch.segment.SegmentReader.TextOutputFormat,2.0,2.0,2.0,1.0,20.0,4.0,15.0,1.0,1.0,0.0,0.0,,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,24,4,18,7,9,2,6,11,6,2.0,2.0,2.0,1.0,2.0,0,0.0,0.0,0.11,2,2,2,1,False
nutch,Anonymous Class,org.apache.nutch.segment.SegmentReader.TextOutputFormat.getRecordWriter.(Anon_1),1.0,1.0,1.0,1.0,3.0,0.0,3.0,0.0,1.0,1.0,0.0,,0.0,0.0,2.0,0.0,2.0,2.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,2.0,8,1,7,0,5,0,2,4,2,1.0,1.0,1.0,1.0,2.0,0,0.0,0.0,0.0,2,2,2,2,False
nutch,Anonymous Class,org.apache.nutch.segment.SegmentReader.get.(Anon_2),2.0,2.0,2.0,1.0,8.0,0.0,8.0,0.0,1.0,3.0,0.0,,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,9,0,9,1,7,0,3,5,2,2.0,2.0,2.0,1.0,2.0,1,0.0,0.0,0.0,2,2,2,1,False
nutch,Anonymous Class,org.apache.nutch.segment.SegmentReader.get.(Anon_3),2.0,2.0,2.0,1.0,8.0,0.0,8.0,0.0,1.0,3.0,0.0,,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,9,0,9,1,7,0,3,5,2,2.0,2.0,2.0,1.0,2.0,1,0.0,0.0,0.0,2,2,2,1,False
nutch,Anonymous Class,org.apache.nutch.segment.SegmentReader.get.(Anon_4),2.0,2.0,2.0,1.0,8.0,0.0,8.0,0.0,1.0,3.0,0.0,,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,9,0,9,1,7,0,3,5,2,2.0,2.0,2.0,1.0,2.0,1,0.0,0.0,0.0,2,2,2,1,False
nutch,Anonymous Class,org.apache.nutch.segment.SegmentReader.get.(Anon_5),2.0,2.0,2.0,1.0,8.0,0.0,8.0,0.0,1.0,3.0,0.0,,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,9,0,9,1,7,0,3,5,2,2.0,2.0,2.0,1.0,2.0,1,0.0,0.0,0.0,2,2,2,1,False
nutch,Anonymous Class,org.apache.nutch.segment.SegmentReader.get.(Anon_6),2.0,2.0,2.0,1.0,8.0,0.0,8.0,0.0,1.0,3.0,0.0,,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,9,0,9,1,7,0,3,5,2,2.0,2.0,2.0,1.0,2.0,1,0.0,0.0,0.0,2,2,2,1,False
nutch,Anonymous Class,org.apache.nutch.segment.SegmentReader.get.(Anon_7),2.0,2.0,2.0,1.0,8.0,0.0,8.0,0.0,1.0,3.0,0.0,,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,9,0,9,1,7,0,3,5,2,2.0,2.0,2.0,1.0,2.0,1,0.0,0.0,0.0,2,2,2,1,False
nutch,Public Class,org.apache.nutch.segment.TestSegmentMerger,3.0,3.0,3.0,1.0,23.0,0.0,22.0,1.0,1.0,3.0,0.0,,0.0,0.0,3.0,8.0,3.0,3.0,3.0,8.0,3.0,3.0,0.0,0.0,0.0,3.0,83,4,76,26,56,5,57,68,27,5.0,5.0,5.0,1.0,2.0,3,29.0,29.0,0.07,9,9,9,3,False
nutch,Public Class,org.apache.nutch.tika.TestFeedParser,3.0,3.0,4.0,1.0,35.0,5.0,17.0,13.0,1.0,13.0,0.0,,0.0,1.0,2.0,3.0,2.0,2.0,2.0,3.0,2.0,2.0,0.0,0.0,0.0,2.0,108,18,42,16,27,50,25,33,17,6.0,6.0,7.0,1.0,2.0,3,50.0,50.0,1.19,7,7,8,2,False
nutch,Public Class,org.apache.nutch.tika.TestMSWordParser,1.0,1.0,1.0,1.0,4.0,0.0,4.0,0.0,1.0,11.0,0.0,,0.0,0.0,6.0,5.0,6.0,6.0,6.0,5.0,6.0,6.0,0.0,0.0,2.0,4.0,69,9,35,18,19,25,22,32,20,3.0,3.0,3.0,3.0,2.0,2,76.0,60.0,0.71,9,9,9,8,False
nutch,Public Class,org.apache.nutch.tika.TestOOParser,2.0,2.0,2.0,1.0,12.0,1.0,9.0,1.0,1.0,11.0,0.0,,0.0,0.0,4.0,5.0,4.0,4.0,4.0,5.0,4.0,4.0,0.0,0.0,2.0,2.0,89,15,46,22,30,28,33,42,23,3.0,3.0,4.0,3.0,2.0,2,60.0,60.0,0.61,8,8,9,6,False
nutch,Public Class,org.apache.nutch.tika.TestPdfParser,1.0,1.0,1.0,1.0,5.0,0.0,5.0,0.0,1.0,11.0,0.0,,0.0,0.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,2.0,2.0,64,10,29,17,14,25,18,24,16,2.0,2.0,2.0,1.0,2.0,1,75.0,75.0,0.86,5,5,5,4,False
nutch,Public Class,org.apache.nutch.tika.TestRTFParser,1.0,1.0,1.0,1.0,8.0,1.0,2.0,5.0,1.0,2.0,0.0,,0.0,0.0,4.0,3.0,4.0,4.0,4.0,3.0,4.0,4.0,0.0,0.0,2.0,2.0,68,9,14,8,4,45,4,9,8,1.0,1.0,1.0,1.0,2.0,0,100.0,100.0,3.21,4,4,4,4,False
nutch,Public Class,org.apache.nutch.tools.Benchmark,4.0,4.0,4.0,3.0,31.0,0.0,30.0,1.0,2.0,10.0,0.0,,2.0,1.0,3.0,0.0,5.0,5.0,3.0,0.0,5.0,5.0,0.0,2.0,0.0,3.0,238,13,207,59,160,24,145,184,61,10.0,10.0,10.0,9.0,2.0,3,0.0,0.0,0.12,23,23,23,15,False
nutch,Public Static Class,org.apache.nutch.tools.Benchmark.BenchmarkResults,2.0,2.0,2.0,2.0,10.0,0.0,10.0,0.0,1.0,0.0,0.0,,0.0,0.0,4.0,10.0,4.0,4.0,4.0,10.0,4.0,4.0,0.0,0.0,0.0,4.0,56,3,53,17,32,0,31,45,19,5.0,5.0,5.0,5.0,1.0,3,62.0,62.0,0.0,11,11,11,8,False
nutch,Public Class,org.apache.nutch.tools.CrawlDBScanner,2.0,2.0,2.0,1.0,12.0,2.0,9.0,0.0,4.0,5.0,0.0,,1.0,1.0,8.0,2.0,9.0,9.0,8.0,2.0,9.0,9.0,0.0,1.0,0.0,8.0,141,31,93,27,62,17,50,71,24,6.0,6.0,6.0,3.0,2.0,2,77.0,77.0,0.18,20,20,21,11,False
nutch,Public Class,org.apache.nutch.tools.DmozParser,5.0,5.0,5.0,1.0,42.0,3.0,33.0,6.0,1.0,4.0,0.0,,2.0,1.0,1.0,1.0,3.0,3.0,1.0,1.0,3.0,3.0,0.0,1.0,0.0,2.0,377,41,239,66,159,101,121,180,59,10.0,10.0,10.0,1.0,1.0,3,100.0,100.0,0.42,17,17,17,3,False
nutch,Private Class,org.apache.nutch.tools.DmozParser.RDFProcessor,2.0,2.0,3.0,1.0,13.0,0.0,8.0,4.0,1.0,2.0,0.0,,0.0,0.0,10.0,13.0,10.0,10.0,10.0,13.0,10.0,10.0,0.0,0.0,0.0,10.0,173,19,97,23,57,57,43,72,22,8.0,8.0,12.0,6.0,2.0,3,81.0,81.0,0.59,29,29,33,15,False
nutch,Private Static Class,org.apache.nutch.tools.DmozParser.XMLCharFilter,3.0,3.0,5.0,1.0,12.0,0.0,12.0,1.0,1.0,0.0,0.0,,0.0,0.0,3.0,1.0,3.0,3.0,3.0,1.0,3.0,3.0,0.0,0.0,0.0,3.0,47,4,39,11,26,8,20,32,11,6.0,6.0,8.0,1.0,2.0,4,33.0,33.0,0.21,11,11,15,3,False
nutch,Public Class,org.apache.nutch.tools.FreeGenerator,4.0,4.0,4.0,4.0,30.0,1.0,29.0,0.0,2.0,9.0,0.0,,1.0,3.0,1.0,0.0,2.0,2.0,1.0,0.0,2.0,2.0,0.0,0.0,0.0,2.0,160,10,124,32,89,26,72,96,29,7.0,7.0,7.0,7.0,2.0,3,0.0,0.0,0.21,8,8,8,8,False
nutch,Public Static Class,org.apache.nutch.tools.FreeGenerator.FG,4.0,4.0,4.0,1.0,17.0,0.0,16.0,1.0,3.0,7.0,0.0,,0.0,0.0,3.0,6.0,3.0,3.0,3.0,6.0,3.0,3.0,0.0,0.0,0.0,3.0,67,4,60,18,36,3,26,41,14,7.0,7.0,8.0,3.0,2.0,2,50.0,50.0,0.05,13,13,14,5,False
nutch,Public Class,org.apache.nutch.tools.ResolveUrls,2.0,2.0,2.0,1.0,25.0,2.0,15.0,7.0,1.0,1.0,0.0,,1.0,5.0,3.0,3.0,4.0,4.0,3.0,3.0,4.0,4.0,0.0,0.0,0.0,4.0,160,24,96,40,70,40,55,69,35,4.0,4.0,5.0,3.0,1.0,2,67.0,35.0,0.42,9,9,10,6,False
nutch,Private Static Class,org.apache.nutch.tools.ResolveUrls.ResolverThread,1.0,1.0,1.0,1.0,12.0,1.0,10.0,1.0,1.0,2.0,0.0,,0.0,0.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,0.0,0.0,0.0,2.0,35,5,25,10,16,5,14,18,9,2.0,2.0,2.0,1.0,2.0,1,0.0,0.0,0.2,3,3,3,2,False
nutch,Public Class,org.apache.nutch.tools.arc.ArcInputFormat,1.0,1.0,1.0,1.0,13.0,0.0,6.0,7.0,1.0,1.0,0.0,,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,37,2,9,5,2,26,2,4,2,1.0,1.0,1.0,1.0,2.0,0,0.0,0.0,2.89,1,1,1,1,False
nutch,Public Class,org.apache.nutch.tools.arc.ArcRecordReader,3.0,3.0,3.0,2.0,27.0,2.0,14.0,9.0,2.0,0.0,0.0,,1.0,2.0,7.0,7.0,8.0,8.0,7.0,7.0,8.0,8.0,0.0,0.0,0.0,8.0,272,34,131,42,85,107,73,99,39,14.0,14.0,15.0,11.0,1.0,5,73.0,70.0,0.82,25,25,27,21,False
nutch,Public Class,org.apache.nutch.tools.arc.ArcSegmentCreator,3.0,3.0,3.0,1.0,28.0,2.0,18.0,7.0,3.0,25.0,0.0,,2.0,3.0,9.0,6.0,11.0,11.0,9.0,6.0,11.0,11.0,0.0,2.0,0.0,9.0,358,42,215,61,144,104,104,143,49,17.0,17.0,18.0,4.0,2.0,6,84.0,79.0,0.48,37,37,38,16,False
nutch,Public Abstract Class,org.apache.nutch.tools.proxy.AbstractTestbedHandler,1.0,1.0,1.0,1.0,5.0,0.0,5.0,0.0,1.0,0.0,5.0,,0.0,0.0,3.0,1.0,3.0,3.0,3.0,1.0,3.0,3.0,0.0,0.0,0.0,3.0,20,3,17,10,6,0,7,10,6,2.0,2.0,2.0,1.0,2.0,0,100.0,100.0,0.0,3,3,3,2,False
nutch,Public Class,org.apache.nutch.tools.proxy.DelayHandler,2.0,2.0,2.0,1.0,9.0,0.0,8.0,0.0,1.0,0.0,0.0,,0.0,1.0,2.0,3.0,2.0,5.0,2.0,3.0,2.0,5.0,0.0,0.0,0.0,2.0,29,5,24,10,11,1,11,16,8,3.0,3.0,3.0,1.0,3.0,1,0.0,0.0,0.04,5,5,5,2,False
nutch,Public Class,org.apache.nutch.tools.proxy.FakeHandler,10.0,10.0,12.0,1.0,55.0,0.0,49.0,10.0,1.0,0.0,0.0,,0.0,2.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,4.0,0.0,0.0,0.0,1.0,71,3,62,20,47,11,39,50,18,10.0,10.0,12.0,1.0,3.0,3,0.0,0.0,0.18,10,10,12,1,False
nutch,Public Class,org.apache.nutch.tools.proxy.LogDebugHandler,1.0,1.0,1.0,1.0,6.0,0.0,5.0,0.0,2.0,0.0,0.0,,0.0,1.0,3.0,0.0,3.0,6.0,3.0,0.0,3.0,6.0,0.0,0.0,0.0,3.0,27,4,22,10,8,1,6,11,5,2.0,2.0,2.0,1.0,3.0,1,0.0,0.0,0.05,4,4,4,3,False
