project,Kind,Name,AvgCyclomatic,AvgCyclomaticModified,AvgCyclomaticStrict,AvgEssential,AvgLine,AvgLineBlank,AvgLineCode,AvgLineComment,CountClassBase,CountClassCoupled,CountClassDerived,CountDeclClassMethod,CountDeclClassVariable,CountDeclMethod,CountDeclMethodAll,CountDeclInstanceMethod,CountDeclInstanceVariable,CountDeclMethodDefault,CountDeclMethodPrivate,CountDeclMethodProtected,CountDeclMethodPublic,CountLine,CountLineBlank,CountLineCode,CountLineCodeDecl,CountLineCodeExe,CountLineComment,CountSemicolon,CountStmt,CountStmtDecl,MaxCyclomatic,MaxCyclomaticModified,MaxCyclomaticStrict,MaxEssential,MaxInheritanceTree,MaxNesting,PercentLackOfCohesion,PercentLackOfCohesionModified,RatioCommentToCode,SumCyclomatic,SumCyclomaticModified,SumCyclomaticStrict,SumEssential,is_cdsbp
qpid,Private Class,org.apache.qpid.server.MainTest.TestMain,1.0,1.0,1.0,1.0,3.0,0.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,5.0,15.0,5.0,1.0,0.0,0.0,2.0,3.0,30.0,5.0,25.0,9.0,4.0,0.0,5.0,11.0,7.0,1.0,1.0,1.0,1.0,2.0,0.0,60.0,60.0,0.0,5,5,5,5,False
qpid,Public Class,org.apache.qpid.server.SelectorParserTest,1.0,1.0,1.0,1.0,6.0,0.0,6.0,0.0,1.0,2.0,0.0,0.0,0.0,14.0,14.0,14.0,0.0,0.0,2.0,0.0,12.0,111.0,16.0,93.0,15.0,36.0,2.0,30.0,47.0,15.0,3.0,3.0,3.0,1.0,2.0,1.0,0.0,0.0,0.02,18,18,18,14,False
qpid,Public Class,org.apache.qpid.server.SupportedProtocolVersionsTest,1.0,1.0,1.0,1.0,17.0,2.0,11.0,3.0,1.0,3.0,0.0,0.0,0.0,11.0,107.0,11.0,0.0,0.0,2.0,0.0,9.0,204.0,39.0,126.0,19.0,87.0,39.0,85.0,98.0,19.0,2.0,2.0,2.0,1.0,4.0,1.0,0.0,0.0,0.31,12,12,12,11,False
qpid,Public Class,org.apache.qpid.server.ack.AcknowledgeTest,1.0,1.0,1.0,1.0,11.0,2.0,7.0,1.0,1.0,6.0,0.0,0.0,0.0,7.0,51.0,7.0,0.0,0.0,0.0,1.0,6.0,90.0,23.0,55.0,10.0,27.0,12.0,25.0,35.0,10.0,3.0,3.0,3.0,1.0,4.0,1.0,0.0,0.0,0.22,9,9,9,7,False
qpid,Public Class,org.apache.qpid.server.ack.UnacknowledgedMessageMapImpl,1.0,1.0,1.0,1.0,9.0,0.0,9.0,0.0,2.0,4.0,0.0,0.0,0.0,13.0,13.0,13.0,5.0,0.0,1.0,0.0,12.0,153.0,22.0,131.0,24.0,49.0,0.0,35.0,69.0,27.0,3.0,3.0,3.0,3.0,1.0,2.0,58.0,52.0,0.0,20,20,20,15,False
qpid,Public Class,org.apache.qpid.server.binding.Binding,1.0,1.0,1.0,1.0,5.0,0.0,5.0,0.0,1.0,3.0,1.0,0.0,0.0,13.0,13.0,13.0,7.0,1.0,0.0,0.0,12.0,100.0,17.0,83.0,25.0,29.0,0.0,31.0,47.0,23.0,6.0,6.0,8.0,3.0,1.0,1.0,71.0,71.0,0.0,22,22,25,15,False
qpid,Public Class,org.apache.qpid.server.binding.BindingFactory,3.0,3.0,3.0,1.0,18.0,1.0,15.0,0.0,1.0,15.0,0.0,0.0,0.0,9.0,9.0,9.0,2.0,0.0,2.0,0.0,7.0,244.0,43.0,192.0,35.0,82.0,9.0,63.0,104.0,32.0,11.0,11.0,13.0,1.0,1.0,2.0,55.0,11.0,0.05,29,29,31,9,False
qpid,Private Class,org.apache.qpid.server.binding.BindingFactory.BindingImpl,1.0,1.0,1.0,1.0,4.0,0.0,4.0,0.0,4.0,13.0,0.0,0.0,0.0,10.0,23.0,10.0,2.0,2.0,1.0,0.0,7.0,60.0,13.0,46.0,13.0,12.0,1.0,13.0,24.0,13.0,1.0,1.0,2.0,1.0,2.0,0.0,80.0,80.0,0.02,10,10,12,10,False
qpid,Public Class,org.apache.qpid.server.configuration.BindingConfigType,1.0,1.0,1.0,1.0,3.0,0.0,3.0,0.0,1.0,2.0,0.0,1.0,7.0,3.0,4.0,2.0,0.0,0.0,1.0,0.0,2.0,81.0,12.0,69.0,21.0,23.0,0.0,18.0,32.0,21.0,1.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,3,3,3,3,False
qpid,Anonymous Class,org.apache.qpid.server.configuration.BindingConfigType.(Anon_1),1.0,1.0,1.0,1.0,4.0,0.0,4.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,7.0,1.0,0.0,0.0,0.0,0.0,1.0,5.0,0.0,5.0,0.0,2.0,0.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,4.0,0.0,0.0,0.0,0.0,1,1,1,1,False
qpid,Anonymous Class,org.apache.qpid.server.configuration.BindingConfigType.(Anon_2),1.0,1.0,1.0,1.0,4.0,0.0,4.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,7.0,1.0,0.0,0.0,0.0,0.0,1.0,5.0,0.0,5.0,0.0,2.0,0.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,4.0,0.0,0.0,0.0,0.0,1,1,1,1,False
qpid,Anonymous Class,org.apache.qpid.server.configuration.BindingConfigType.(Anon_3),1.0,1.0,1.0,1.0,4.0,0.0,4.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,7.0,1.0,0.0,0.0,0.0,0.0,1.0,5.0,0.0,5.0,0.0,2.0,0.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,4.0,0.0,0.0,0.0,0.0,1,1,1,1,False
qpid,Anonymous Class,org.apache.qpid.server.configuration.BindingConfigType.(Anon_4),1.0,1.0,1.0,1.0,4.0,0.0,4.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,7.0,1.0,0.0,0.0,0.0,0.0,1.0,5.0,0.0,5.0,0.0,2.0,0.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,4.0,0.0,0.0,0.0,0.0,1,1,1,1,False
qpid,Anonymous Class,org.apache.qpid.server.configuration.BindingConfigType.(Anon_5),1.0,1.0,1.0,1.0,4.0,0.0,4.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,7.0,1.0,0.0,0.0,0.0,0.0,1.0,5.0,0.0,5.0,0.0,2.0,0.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,4.0,0.0,0.0,0.0,0.0,1,1,1,1,False
qpid,Private Static Abstract Generic Class,org.apache.qpid.server.configuration.BindingConfigType.BindingReadOnlyProperty,1.0,1.0,1.0,1.0,5.0,0.0,5.0,0.0,2.0,1.0,5.0,0.0,0.0,1.0,6.0,1.0,0.0,0.0,0.0,0.0,1.0,8.0,0.0,8.0,2.0,2.0,0.0,2.0,4.0,2.0,1.0,1.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,1,1,1,1,False
qpid,Private Static Abstract Generic Class,org.apache.qpid.server.configuration.BindingConfigType.BindingReadWriteProperty,1.0,1.0,1.0,1.0,5.0,0.0,5.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,1.0,8.0,0.0,8.0,2.0,2.0,0.0,2.0,4.0,2.0,1.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,1,1,1,1,False
qpid,Public Class,org.apache.qpid.server.configuration.BridgeConfigType,1.0,1.0,1.0,1.0,3.0,0.0,3.0,0.0,1.0,2.0,0.0,1.0,14.0,3.0,4.0,2.0,0.0,0.0,1.0,0.0,2.0,138.0,20.0,118.0,35.0,44.0,0.0,32.0,53.0,35.0,1.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,3,3,3,3,False
qpid,Anonymous Class,org.apache.qpid.server.configuration.BridgeConfigType.(Anon_1),1.0,1.0,1.0,1.0,4.0,0.0,4.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,7.0,1.0,0.0,0.0,0.0,0.0,1.0,5.0,0.0,5.0,0.0,2.0,0.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,4.0,0.0,0.0,0.0,0.0,1,1,1,1,False
qpid,Anonymous Class,org.apache.qpid.server.configuration.BridgeConfigType.(Anon_10),1.0,1.0,1.0,1.0,4.0,0.0,4.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,7.0,1.0,0.0,0.0,0.0,0.0,1.0,5.0,0.0,5.0,0.0,2.0,0.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,4.0,0.0,0.0,0.0,0.0,1,1,1,1,False
qpid,Anonymous Class,org.apache.qpid.server.configuration.BridgeConfigType.(Anon_11),1.0,1.0,1.0,1.0,4.0,0.0,4.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,7.0,1.0,0.0,0.0,0.0,0.0,1.0,5.0,0.0,5.0,0.0,2.0,0.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,4.0,0.0,0.0,0.0,0.0,1,1,1,1,False
qpid,Anonymous Class,org.apache.qpid.server.configuration.BridgeConfigType.(Anon_12),1.0,1.0,1.0,1.0,4.0,0.0,4.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,7.0,1.0,0.0,0.0,0.0,0.0,1.0,5.0,0.0,5.0,0.0,2.0,0.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,4.0,0.0,0.0,0.0,0.0,1,1,1,1,False
qpid,Anonymous Class,org.apache.qpid.server.configuration.BridgeConfigType.(Anon_2),1.0,1.0,1.0,1.0,4.0,0.0,4.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,7.0,1.0,0.0,0.0,0.0,0.0,1.0,5.0,0.0,5.0,0.0,2.0,0.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,4.0,0.0,0.0,0.0,0.0,1,1,1,1,False
qpid,Anonymous Class,org.apache.qpid.server.configuration.BridgeConfigType.(Anon_3),1.0,1.0,1.0,1.0,4.0,0.0,4.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,7.0,1.0,0.0,0.0,0.0,0.0,1.0,5.0,0.0,5.0,0.0,2.0,0.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,4.0,0.0,0.0,0.0,0.0,1,1,1,1,False
qpid,Anonymous Class,org.apache.qpid.server.configuration.BridgeConfigType.(Anon_4),1.0,1.0,1.0,1.0,4.0,0.0,4.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,7.0,1.0,0.0,0.0,0.0,0.0,1.0,5.0,0.0,5.0,0.0,2.0,0.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,4.0,0.0,0.0,0.0,0.0,1,1,1,1,False
