project,Name,AvgCyclomatic,AvgCyclomaticModified,AvgCyclomaticStrict,AvgEssential,AvgLine,AvgLineBlank,AvgLineCode,AvgLineComment,CountClassBase,CountClassCoupled,CountClassDerived,CountDeclClass,CountDeclClassMethod,CountDeclClassVariable,CountDeclInstanceMethod,CountDeclInstanceVariable,CountDeclMethod,CountDeclMethodAll,CountDeclInstanceMethod,CountDeclInstanceVariable,CountDeclMethod,CountDeclMethodAll,CountDeclMethodDefault,CountDeclMethodPrivate,CountDeclMethodProtected,CountDeclMethodPublic,CountLine,CountLineBlank,CountLineCode,CountLineCodeDecl,CountLineCodeExe,CountLineComment,CountSemicolon,CountStmt,CountStmtDecl,MaxCyclomatic,MaxCyclomaticModified,MaxCyclomaticStrict,MaxEssential,MaxInheritanceTree,MaxNesting,PercentLackOfCohesion,PercentLackOfCohesionModified,RatioCommentToCode,SumCyclomatic,SumCyclomaticModified,SumCyclomaticStrict,SumEssential,is_gc
eclipse.jdt.core,org.eclipse.jdt.internal.codeassist.complete.CompletionOnModuleDeclaration,1.0,1.0,1.0,1.0,3.0,0.0,3.0,0.0,1.0,1.0,0.0,,0.0,0.0,1.0,0.0,1.0,55.0,1.0,0.0,1.0,55.0,0.0,0.0,0.0,1.0,21.0,2.0,5.0,2.0,1.0,14.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,3.0,0.0,0.0,0.0,2.8,1,1,1,1,False
eclipse.jdt.core,org.eclipse.jdt.internal.codeassist.complete.CompletionOnModuleReference,1.0,1.0,1.0,1.0,5.0,0.0,4.0,1.0,1.0,3.0,0.0,,0.0,0.0,4.0,0.0,4.0,38.0,4.0,0.0,4.0,38.0,0.0,0.0,0.0,4.0,44.0,4.0,22.0,7.0,9.0,19.0,10.0,17.0,6.0,3.0,3.0,3.0,1.0,3.0,2.0,0.0,0.0,0.86,6,6,6,4,False
eclipse.jdt.core,org.eclipse.jdt.internal.codeassist.complete.CompletionOnPackageReference,2.0,2.0,2.0,1.0,6.0,0.0,5.0,0.0,1.0,1.0,0.0,,0.0,0.0,2.0,0.0,2.0,40.0,2.0,0.0,2.0,40.0,0.0,0.0,0.0,2.0,28.0,1.0,14.0,4.0,6.0,14.0,7.0,12.0,4.0,3.0,3.0,3.0,1.0,3.0,2.0,0.0,0.0,1.0,4,4,4,2,False
eclipse.jdt.core,org.eclipse.jdt.internal.codeassist.complete.CompletionOnPackageVisibilityReference,1.0,1.0,1.0,1.0,4.0,0.0,4.0,0.0,1.0,1.0,0.0,,0.0,0.0,2.0,1.0,2.0,42.0,2.0,1.0,2.0,42.0,0.0,0.0,0.0,2.0,30.0,3.0,13.0,5.0,5.0,15.0,6.0,9.0,4.0,1.0,1.0,1.0,1.0,4.0,0.0,0.0,0.0,1.15,2,2,2,2,False
eclipse.jdt.core,org.eclipse.jdt.internal.codeassist.complete.CompletionOnParameterizedQualifiedTypeReference,1.0,1.0,2.0,1.0,9.0,0.0,8.0,1.0,1.0,4.0,0.0,,0.0,4.0,9.0,2.0,9.0,223.0,9.0,2.0,9.0,223.0,0.0,0.0,0.0,9.0,120.0,9.0,85.0,24.0,55.0,32.0,52.0,68.0,24.0,9.0,7.0,9.0,1.0,8.0,3.0,55.0,44.0,0.38,17,15,18,9,False
eclipse.jdt.core,org.eclipse.jdt.internal.codeassist.complete.CompletionOnProvidesImplementationsQualifiedTypeReference,1.0,1.0,1.0,1.0,4.0,0.0,4.0,0.0,1.0,0.0,0.0,,0.0,0.0,1.0,0.0,1.0,196.0,1.0,0.0,1.0,196.0,0.0,0.0,0.0,1.0,20.0,1.0,5.0,3.0,1.0,14.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,7.0,0.0,0.0,0.0,2.8,1,1,1,1,False
eclipse.jdt.core,org.eclipse.jdt.internal.codeassist.complete.CompletionOnProvidesImplementationsSingleTypeReference,1.0,1.0,1.0,1.0,3.0,0.0,3.0,0.0,1.0,0.0,0.0,,0.0,0.0,1.0,0.0,1.0,194.0,1.0,0.0,1.0,194.0,0.0,0.0,0.0,1.0,19.0,0.0,5.0,2.0,1.0,14.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,7.0,0.0,0.0,0.0,2.8,1,1,1,1,False
eclipse.jdt.core,org.eclipse.jdt.internal.codeassist.complete.CompletionOnProvidesInterfacesQualifiedTypeReference,1.0,1.0,1.0,1.0,4.0,0.0,4.0,0.0,1.0,0.0,0.0,,0.0,0.0,1.0,0.0,1.0,196.0,1.0,0.0,1.0,196.0,0.0,0.0,0.0,1.0,22.0,2.0,6.0,3.0,1.0,14.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,7.0,0.0,0.0,0.0,2.33,1,1,1,1,False
eclipse.jdt.core,org.eclipse.jdt.internal.codeassist.complete.CompletionOnProvidesInterfacesSingleTypeReference,1.0,1.0,1.0,1.0,3.0,0.0,3.0,0.0,1.0,0.0,0.0,,0.0,0.0,1.0,0.0,1.0,194.0,1.0,0.0,1.0,194.0,0.0,0.0,0.0,1.0,19.0,0.0,5.0,2.0,1.0,14.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,7.0,0.0,0.0,0.0,2.8,1,1,1,1,False
eclipse.jdt.core,org.eclipse.jdt.internal.codeassist.complete.CompletionOnQualifiedAllocationExpression,8.0,8.0,10.0,1.0,32.0,0.0,29.0,5.0,1.0,10.0,0.0,,0.0,0.0,2.0,0.0,2.0,171.0,2.0,0.0,2.0,171.0,0.0,0.0,0.0,2.0,81.0,1.0,63.0,12.0,44.0,23.0,27.0,44.0,11.0,15.0,15.0,19.0,1.0,6.0,4.0,0.0,0.0,0.37,17,17,21,2,False
eclipse.jdt.core,org.eclipse.jdt.internal.codeassist.complete.CompletionOnQualifiedNameReference,2.0,2.0,3.0,1.0,12.0,1.0,10.0,0.0,1.0,10.0,0.0,,0.0,0.0,3.0,2.0,3.0,184.0,3.0,2.0,3.0,184.0,0.0,0.0,0.0,3.0,55.0,4.0,37.0,8.0,21.0,15.0,19.0,28.0,7.0,5.0,5.0,6.0,1.0,7.0,2.0,50.0,50.0,0.41,8,8,9,3,False
eclipse.jdt.core,org.eclipse.jdt.internal.codeassist.complete.CompletionOnQualifiedTypeReference,1.0,1.0,1.0,1.0,6.0,0.0,5.0,0.0,1.0,7.0,3.0,,0.0,4.0,11.0,3.0,11.0,195.0,11.0,3.0,11.0,195.0,0.0,0.0,1.0,10.0,101.0,9.0,75.0,24.0,41.0,22.0,37.0,53.0,21.0,5.0,3.0,5.0,1.0,6.0,2.0,72.0,66.0,0.29,17,15,18,11,False
eclipse.jdt.core,org.eclipse.jdt.internal.codeassist.complete.CompletionOnReferenceExpressionName,3.0,3.0,4.0,1.0,16.0,1.0,15.0,1.0,1.0,12.0,0.0,,0.0,0.0,3.0,0.0,3.0,186.0,3.0,0.0,3.0,186.0,0.0,0.0,0.0,3.0,69.0,6.0,50.0,12.0,32.0,18.0,30.0,42.0,12.0,7.0,7.0,10.0,1.0,6.0,3.0,0.0,0.0,0.36,11,11,14,3,False
eclipse.jdt.core,org.eclipse.jdt.internal.codeassist.complete.CompletionOnSingleNameReference,1.0,1.0,1.0,1.0,5.0,0.0,4.0,0.0,1.0,4.0,0.0,,0.0,0.0,4.0,4.0,4.0,177.0,4.0,4.0,4.0,177.0,0.0,0.0,0.0,4.0,46.0,6.0,27.0,11.0,10.0,14.0,13.0,19.0,9.0,2.0,2.0,2.0,1.0,7.0,1.0,81.0,62.0,0.52,5,5,5,4,False
eclipse.jdt.core,org.eclipse.jdt.internal.codeassist.complete.CompletionOnSingleTypeReference,1.0,1.0,1.0,1.0,5.0,0.0,5.0,0.0,1.0,7.0,3.0,,0.0,4.0,12.0,4.0,12.0,193.0,12.0,4.0,12.0,193.0,0.0,0.0,1.0,11.0,99.0,2.0,81.0,26.0,42.0,20.0,34.0,52.0,21.0,4.0,3.0,4.0,1.0,6.0,1.0,75.0,66.0,0.25,19,17,20,12,False
eclipse.jdt.core,org.eclipse.jdt.internal.codeassist.complete.CompletionOnStringLiteral,1.0,1.0,1.0,1.0,4.0,0.0,4.0,0.0,1.0,4.0,0.0,,0.0,0.0,5.0,2.0,5.0,140.0,5.0,2.0,5.0,140.0,0.0,0.0,0.0,5.0,43.0,2.0,28.0,11.0,11.0,14.0,13.0,19.0,8.0,1.0,1.0,1.0,1.0,6.0,0.0,60.0,60.0,0.5,5,5,5,5,False
eclipse.jdt.core,org.eclipse.jdt.internal.codeassist.complete.CompletionOnUsesQualifiedTypeReference,1.0,1.0,1.0,1.0,4.0,0.0,4.0,0.0,1.0,0.0,0.0,,0.0,0.0,1.0,0.0,1.0,196.0,1.0,0.0,1.0,196.0,0.0,0.0,0.0,1.0,22.0,2.0,6.0,3.0,1.0,14.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,7.0,0.0,0.0,0.0,2.33,1,1,1,1,False
eclipse.jdt.core,org.eclipse.jdt.internal.codeassist.complete.CompletionOnUsesSingleTypeReference,1.0,1.0,1.0,1.0,3.0,0.0,3.0,0.0,1.0,0.0,0.0,,0.0,0.0,1.0,0.0,1.0,194.0,1.0,0.0,1.0,194.0,0.0,0.0,0.0,1.0,20.0,1.0,5.0,2.0,1.0,14.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,7.0,0.0,0.0,0.0,2.8,1,1,1,1,False
eclipse.jdt.core,org.eclipse.jdt.internal.codeassist.complete.CompletionParser,4.0,3.0,5.0,2.0,20.0,1.0,17.0,1.0,1.0,140.0,0.0,,0.0,81.0,267.0,26.0,267.0,931.0,267.0,26.0,267.0,931.0,0.0,35.0,194.0,38.0,5809.0,348.0,5080.0,1064.0,3669.0,488.0,2428.0,3404.0,843.0,185.0,83.0,214.0,66.0,3.0,8.0,97.0,95.0,0.1,1155,988,1487,573,True
eclipse.jdt.core,org.eclipse.jdt.internal.codeassist.complete.CompletionParser.SavedState,1.0,1.0,1.0,1.0,5.0,0.0,5.0,0.0,1.0,1.0,0.0,,0.0,0.0,1.0,3.0,1.0,1.0,1.0,3.0,1.0,1.0,0.0,0.0,0.0,1.0,11.0,1.0,10.0,5.0,3.0,0.0,6.0,8.0,5.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1,1,1,1,False
eclipse.jdt.core,org.eclipse.jdt.internal.codeassist.complete.CompletionScanner,20.0,17.0,27.0,12.0,80.0,1.0,73.0,9.0,1.0,5.0,0.0,,0.0,1.0,11.0,6.0,11.0,98.0,11.0,6.0,11.0,98.0,0.0,0.0,4.0,7.0,940.0,22.0,824.0,69.0,624.0,129.0,347.0,537.0,65.0,193.0,165.0,258.0,119.0,2.0,9.0,71.0,71.0,0.16,221,193,303,136,False
eclipse.jdt.core,org.eclipse.jdt.internal.codeassist.complete.InvalidCursorLocation,1.0,1.0,1.0,1.0,3.0,0.0,3.0,0.0,1.0,0.0,0.0,,0.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,33.0,4.0,11.0,8.0,6.0,23.0,7.0,9.0,8.0,1.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,2.09,1,1,1,1,False
eclipse.jdt.core,org.eclipse.jdt.internal.codeassist.impl.AssistAnnotation,1.0,1.0,1.0,1.0,3.0,0.0,3.0,0.0,1.0,1.0,0.0,,0.0,0.0,2.0,1.0,2.0,107.0,2.0,1.0,2.0,107.0,0.0,0.0,0.0,2.0,25.0,1.0,11.0,5.0,3.0,13.0,4.0,7.0,4.0,1.0,1.0,1.0,1.0,5.0,0.0,0.0,0.0,1.18,2,2,2,2,False
eclipse.jdt.core,org.eclipse.jdt.internal.codeassist.impl.AssistCompilationUnit,1.0,1.0,1.0,1.0,3.0,0.0,3.0,0.0,1.0,10.0,0.0,,0.0,0.0,6.0,2.0,6.0,209.0,6.0,2.0,6.0,209.0,0.0,0.0,0.0,6.0,48.0,5.0,30.0,15.0,9.0,13.0,11.0,18.0,10.0,1.0,1.0,1.0,1.0,5.0,0.0,33.0,33.0,0.43,6,6,6,6,False
eclipse.jdt.core,org.eclipse.jdt.internal.codeassist.impl.AssistImportContainer,1.0,1.0,1.0,1.0,3.0,0.0,3.0,0.0,1.0,4.0,0.0,,0.0,0.0,3.0,1.0,3.0,108.0,3.0,1.0,3.0,108.0,0.0,0.0,1.0,2.0,30.0,2.0,15.0,7.0,4.0,13.0,5.0,9.0,5.0,1.0,1.0,1.0,1.0,5.0,0.0,0.0,0.0,0.87,3,3,3,3,False
eclipse.jdt.core,org.eclipse.jdt.internal.codeassist.impl.AssistImportDeclaration,1.0,1.0,1.0,1.0,3.0,0.0,3.0,0.0,1.0,2.0,0.0,,0.0,0.0,2.0,1.0,2.0,107.0,2.0,1.0,2.0,107.0,0.0,0.0,0.0,2.0,25.0,1.0,11.0,5.0,3.0,13.0,4.0,7.0,4.0,1.0,1.0,1.0,1.0,5.0,0.0,0.0,0.0,1.18,2,2,2,2,False
eclipse.jdt.core,org.eclipse.jdt.internal.codeassist.impl.AssistInitializer,1.0,1.0,1.0,1.0,4.0,0.0,4.0,0.0,1.0,3.0,0.0,,0.0,0.0,3.0,2.0,3.0,125.0,3.0,2.0,3.0,125.0,0.0,0.0,0.0,3.0,34.0,2.0,19.0,9.0,7.0,13.0,9.0,13.0,7.0,1.0,1.0,1.0,1.0,6.0,0.0,16.0,16.0,0.68,3,3,3,3,False
eclipse.jdt.core,org.eclipse.jdt.internal.codeassist.impl.AssistOptions,15.0,15.0,15.0,1.0,47.0,1.0,45.0,1.0,1.0,1.0,0.0,,0.0,20.0,4.0,18.0,4.0,4.0,4.0,18.0,4.0,4.0,0.0,1.0,0.0,3.0,271.0,9.0,238.0,75.0,160.0,44.0,95.0,158.0,58.0,55.0,55.0,55.0,1.0,1.0,3.0,75.0,50.0,0.18,62,62,62,4,False
eclipse.jdt.core,org.eclipse.jdt.internal.codeassist.impl.AssistPackageDeclaration,1.0,1.0,1.0,1.0,3.0,0.0,3.0,0.0,1.0,4.0,0.0,,0.0,0.0,3.0,1.0,3.0,103.0,3.0,1.0,3.0,103.0,0.0,0.0,0.0,3.0,30.0,2.0,15.0,7.0,4.0,13.0,5.0,9.0,5.0,1.0,1.0,1.0,1.0,5.0,0.0,0.0,0.0,0.87,3,3,3,3,False
eclipse.jdt.core,org.eclipse.jdt.internal.codeassist.impl.AssistParser,3.0,3.0,4.0,1.0,18.0,1.0,15.0,2.0,1.0,46.0,2.0,,0.0,17.0,137.0,21.0,137.0,664.0,137.0,21.0,137.0,664.0,3.0,2.0,95.0,37.0,2456.0,181.0,1992.0,409.0,1404.0,343.0,1004.0,1399.0,349.0,39.0,39.0,51.0,18.0,2.0,8.0,94.0,75.0,0.17,431,405,499,231,False
eclipse.jdt.core,org.eclipse.jdt.internal.codeassist.impl.AssistSourceField,1.0,1.0,1.0,1.0,5.0,0.0,5.0,0.0,1.0,6.0,0.0,,0.0,0.0,7.0,4.0,7.0,151.0,7.0,4.0,7.0,151.0,0.0,0.0,1.0,6.0,74.0,8.0,52.0,20.0,23.0,15.0,22.0,33.0,14.0,4.0,4.0,4.0,4.0,8.0,3.0,64.0,46.0,0.29,10,10,11,10,False
eclipse.jdt.core,org.eclipse.jdt.internal.codeassist.impl.AssistSourceMethod,1.0,1.0,1.0,1.0,5.0,0.0,5.0,0.0,1.0,8.0,0.0,,0.0,0.0,8.0,4.0,8.0,170.0,8.0,4.0,8.0,170.0,0.0,0.0,1.0,7.0,79.0,9.0,56.0,22.0,24.0,15.0,23.0,35.0,15.0,4.0,4.0,4.0,4.0,8.0,3.0,65.0,50.0,0.27,11,11,12,11,False
eclipse.jdt.core,org.eclipse.jdt.internal.codeassist.impl.AssistSourceType,1.0,1.0,1.0,1.0,4.0,0.0,4.0,0.0,1.0,12.0,0.0,,0.0,0.0,13.0,4.0,13.0,212.0,13.0,4.0,13.0,212.0,0.0,0.0,1.0,12.0,107.0,14.0,79.0,32.0,31.0,16.0,29.0,47.0,20.0,4.0,4.0,4.0,4.0,8.0,3.0,63.0,48.0,0.2,17,17,18,16,False
eclipse.jdt.core,org.eclipse.jdt.internal.codeassist.impl.AssistTypeParameter,1.0,1.0,1.0,1.0,3.0,0.0,3.0,0.0,1.0,1.0,0.0,,0.0,0.0,2.0,1.0,2.0,108.0,2.0,1.0,2.0,108.0,0.0,0.0,0.0,2.0,25.0,1.0,11.0,5.0,3.0,13.0,4.0,7.0,4.0,1.0,1.0,1.0,1.0,5.0,0.0,0.0,0.0,1.18,2,2,2,2,False
eclipse.jdt.core,org.eclipse.jdt.internal.codeassist.impl.Engine,5.0,5.0,6.0,3.0,25.0,1.0,22.0,2.0,2.0,42.0,2.0,,3.0,0.0,11.0,13.0,14.0,14.0,11.0,13.0,14.0,14.0,0.0,1.0,3.0,10.0,391.0,43.0,308.0,86.0,206.0,44.0,138.0,207.0,78.0,22.0,22.0,27.0,14.0,1.0,6.0,84.0,84.0,0.14,70,70,78,39,False
eclipse.jdt.core,org.eclipse.jdt.internal.codeassist.select.SelectionJavadoc,5.0,5.0,6.0,1.0,21.0,0.0,17.0,5.0,1.0,19.0,0.0,,0.0,0.0,5.0,2.0,5.0,50.0,5.0,2.0,5.0,50.0,0.0,1.0,0.0,4.0,141.0,7.0,96.0,21.0,67.0,46.0,41.0,70.0,18.0,15.0,14.0,16.0,1.0,3.0,3.0,60.0,19.0,0.48,29,28,30,5,False
eclipse.jdt.core,org.eclipse.jdt.internal.codeassist.select.SelectionJavadocParser,3.0,3.0,3.0,1.0,13.0,0.0,12.0,1.0,1.0,11.0,0.0,,0.0,0.0,10.0,4.0,10.0,78.0,10.0,4.0,10.0,78.0,0.0,0.0,8.0,2.0,207.0,12.0,136.0,42.0,83.0,70.0,68.0,99.0,34.0,7.0,7.0,9.0,5.0,3.0,5.0,42.0,42.0,0.51,30,30,39,14,False
eclipse.jdt.core,org.eclipse.jdt.internal.codeassist.select.SelectionNodeFound,1.0,1.0,1.0,1.0,3.0,0.0,3.0,0.0,1.0,1.0,0.0,,0.0,1.0,3.0,2.0,3.0,3.0,3.0,2.0,3.0,3.0,0.0,0.0,0.0,3.0,30.0,2.0,15.0,7.0,5.0,15.0,7.0,11.0,7.0,1.0,1.0,1.0,1.0,2.0,0.0,66.0,0.0,1.0,3,3,3,3,False
eclipse.jdt.core,org.eclipse.jdt.internal.codeassist.select.SelectionOnArgumentName,1.0,1.0,1.0,1.0,5.0,0.0,4.0,0.0,1.0,6.0,0.0,,0.0,0.0,6.0,0.0,6.0,111.0,6.0,0.0,6.0,111.0,0.0,0.0,0.0,6.0,59.0,9.0,35.0,11.0,16.0,17.0,15.0,24.0,7.0,3.0,3.0,3.0,1.0,6.0,1.0,0.0,0.0,0.49,8,8,8,6,False
eclipse.jdt.core,org.eclipse.jdt.internal.codeassist.select.SelectionOnExplicitConstructorCall,3.0,3.0,3.0,1.0,11.0,1.0,9.0,2.0,1.0,5.0,0.0,,0.0,0.0,3.0,0.0,3.0,84.0,3.0,0.0,3.0,84.0,0.0,0.0,0.0,3.0,54.0,7.0,33.0,6.0,20.0,19.0,14.0,24.0,5.0,6.0,6.0,6.0,1.0,4.0,3.0,0.0,0.0,0.58,9,9,11,3,False
eclipse.jdt.core,org.eclipse.jdt.internal.codeassist.select.SelectionOnFieldReference,1.0,1.0,3.0,1.0,7.0,1.0,6.0,0.0,1.0,5.0,0.0,,0.0,0.0,3.0,0.0,3.0,164.0,3.0,0.0,3.0,164.0,0.0,0.0,0.0,3.0,43.0,6.0,23.0,6.0,13.0,15.0,6.0,11.0,4.0,2.0,2.0,7.0,1.0,6.0,1.0,0.0,0.0,0.65,4,4,9,3,False
eclipse.jdt.core,org.eclipse.jdt.internal.codeassist.select.SelectionOnFieldType,1.0,1.0,1.0,1.0,5.0,0.0,5.0,0.0,1.0,3.0,0.0,,0.0,0.0,2.0,0.0,2.0,85.0,2.0,0.0,2.0,85.0,0.0,0.0,0.0,2.0,26.0,0.0,13.0,4.0,6.0,13.0,6.0,9.0,3.0,1.0,1.0,1.0,1.0,5.0,0.0,0.0,0.0,1.0,2,2,2,2,False
eclipse.jdt.core,org.eclipse.jdt.internal.codeassist.select.SelectionOnImportReference,2.0,2.0,2.0,1.0,6.0,0.0,5.0,0.0,1.0,0.0,0.0,,0.0,0.0,2.0,0.0,2.0,40.0,2.0,0.0,2.0,40.0,0.0,0.0,0.0,2.0,29.0,2.0,14.0,4.0,6.0,14.0,7.0,12.0,4.0,3.0,3.0,3.0,1.0,3.0,2.0,0.0,0.0,1.0,4,4,4,2,False
eclipse.jdt.core,org.eclipse.jdt.internal.codeassist.select.SelectionOnLambdaExpression,1.0,1.0,2.0,1.0,9.0,0.0,8.0,1.0,1.0,3.0,0.0,,0.0,0.0,2.0,0.0,2.0,203.0,2.0,0.0,2.0,203.0,0.0,0.0,0.0,2.0,35.0,0.0,19.0,5.0,12.0,17.0,11.0,15.0,4.0,2.0,2.0,3.0,1.0,6.0,1.0,0.0,0.0,0.89,3,3,4,2,False
eclipse.jdt.core,org.eclipse.jdt.internal.codeassist.select.SelectionOnLocalName,2.0,2.0,3.0,1.0,10.0,1.0,8.0,1.0,1.0,6.0,0.0,,0.0,0.0,4.0,0.0,4.0,94.0,4.0,0.0,4.0,94.0,0.0,0.0,0.0,4.0,63.0,8.0,40.0,11.0,22.0,17.0,16.0,26.0,8.0,6.0,6.0,8.0,1.0,5.0,4.0,0.0,0.0,0.42,10,10,12,4,False
eclipse.jdt.core,org.eclipse.jdt.internal.codeassist.select.SelectionOnMessageSend,6.0,6.0,8.0,4.0,22.0,2.0,20.0,2.0,1.0,7.0,0.0,,0.0,0.0,3.0,0.0,3.0,162.0,3.0,0.0,3.0,162.0,0.0,1.0,0.0,2.0,91.0,9.0,64.0,14.0,44.0,23.0,33.0,54.0,17.0,11.0,11.0,11.0,10.0,5.0,6.0,0.0,0.0,0.36,20,20,26,12,False
eclipse.jdt.core,org.eclipse.jdt.internal.codeassist.select.SelectionOnModuleDeclaration,1.0,1.0,1.0,1.0,3.0,0.0,3.0,0.0,1.0,4.0,0.0,,0.0,0.0,2.0,0.0,2.0,56.0,2.0,0.0,2.0,56.0,0.0,0.0,0.0,2.0,27.0,3.0,10.0,4.0,3.0,14.0,3.0,6.0,3.0,1.0,1.0,1.0,1.0,3.0,0.0,0.0,0.0,1.4,2,2,2,2,False
eclipse.jdt.core,org.eclipse.jdt.internal.codeassist.select.SelectionOnModuleReference,2.0,2.0,2.0,1.0,6.0,0.0,6.0,0.0,1.0,3.0,0.0,,0.0,0.0,3.0,0.0,3.0,37.0,3.0,0.0,3.0,37.0,0.0,0.0,0.0,3.0,41.0,4.0,23.0,7.0,11.0,15.0,10.0,17.0,6.0,3.0,3.0,3.0,1.0,3.0,2.0,0.0,0.0,0.65,6,6,6,3,False
eclipse.jdt.core,org.eclipse.jdt.internal.codeassist.select.SelectionOnNameOfMemberValuePair,1.0,1.0,1.0,1.0,5.0,0.0,5.0,0.0,1.0,4.0,0.0,,0.0,0.0,3.0,0.0,3.0,39.0,3.0,0.0,3.0,39.0,0.0,0.0,0.0,3.0,37.0,4.0,20.0,6.0,9.0,15.0,8.0,13.0,4.0,2.0,2.0,2.0,1.0,3.0,1.0,0.0,0.0,0.75,4,4,4,3,False
eclipse.jdt.core,org.eclipse.jdt.internal.codeassist.select.SelectionOnPackageReference,2.0,2.0,2.0,1.0,5.0,0.0,5.0,0.0,1.0,1.0,0.0,,0.0,0.0,2.0,0.0,2.0,40.0,2.0,0.0,2.0,40.0,0.0,0.0,0.0,2.0,27.0,0.0,14.0,4.0,6.0,14.0,7.0,12.0,4.0,3.0,3.0,3.0,1.0,3.0,2.0,0.0,0.0,1.0,4,4,4,2,False
eclipse.jdt.core,org.eclipse.jdt.internal.codeassist.select.SelectionOnPackageVisibilityReference,1.0,1.0,1.0,1.0,4.0,0.0,4.0,0.0,1.0,1.0,0.0,,0.0,0.0,2.0,0.0,2.0,40.0,2.0,0.0,2.0,40.0,0.0,0.0,0.0,2.0,28.0,3.0,11.0,4.0,4.0,15.0,4.0,7.0,3.0,1.0,1.0,1.0,1.0,3.0,0.0,0.0,0.0,1.36,2,2,2,2,False
eclipse.jdt.core,org.eclipse.jdt.internal.codeassist.select.SelectionOnParameterizedQualifiedTypeReference,2.0,2.0,2.0,1.0,13.0,0.0,10.0,3.0,1.0,5.0,0.0,,0.0,0.0,4.0,0.0,4.0,218.0,4.0,0.0,4.0,218.0,0.0,0.0,0.0,4.0,75.0,4.0,46.0,12.0,29.0,27.0,25.0,34.0,11.0,5.0,5.0,5.0,1.0,8.0,3.0,0.0,0.0,0.59,8,8,8,4,False
eclipse.jdt.core,org.eclipse.jdt.internal.codeassist.select.SelectionOnParameterizedSingleTypeReference,1.0,1.0,1.0,1.0,6.0,0.0,6.0,0.0,1.0,4.0,0.0,,0.0,0.0,4.0,0.0,4.0,218.0,4.0,0.0,4.0,218.0,0.0,0.0,0.0,4.0,48.0,3.0,30.0,9.0,16.0,17.0,17.0,23.0,7.0,2.0,2.0,2.0,1.0,8.0,1.0,0.0,0.0,0.57,5,5,5,4,False
eclipse.jdt.core,org.eclipse.jdt.internal.codeassist.select.SelectionOnQualifiedAllocationExpression,3.0,3.0,4.0,1.0,15.0,1.0,12.0,2.0,1.0,11.0,0.0,,0.0,0.0,4.0,0.0,4.0,173.0,4.0,0.0,4.0,173.0,0.0,0.0,0.0,4.0,83.0,9.0,53.0,9.0,33.0,23.0,18.0,33.0,7.0,11.0,10.0,12.0,4.0,6.0,3.0,0.0,0.0,0.43,15,14,16,7,False
eclipse.jdt.core,org.eclipse.jdt.internal.codeassist.select.SelectionOnQualifiedNameReference,3.0,3.0,4.0,1.0,14.0,0.0,12.0,1.0,1.0,11.0,0.0,,0.0,0.0,3.0,0.0,3.0,184.0,3.0,0.0,3.0,184.0,0.0,0.0,0.0,3.0,60.0,2.0,42.0,6.0,27.0,17.0,15.0,26.0,5.0,6.0,6.0,10.0,1.0,7.0,3.0,0.0,0.0,0.4,10,10,14,3,False
eclipse.jdt.core,org.eclipse.jdt.internal.codeassist.select.SelectionOnQualifiedSuperReference,1.0,1.0,1.0,1.0,5.0,0.0,4.0,0.0,1.0,5.0,0.0,,0.0,0.0,3.0,0.0,3.0,169.0,3.0,0.0,3.0,169.0,0.0,0.0,0.0,3.0,34.0,3.0,18.0,7.0,8.0,14.0,6.0,11.0,5.0,2.0,2.0,3.0,1.0,8.0,1.0,0.0,0.0,0.78,4,4,5,3,False
eclipse.jdt.core,org.eclipse.jdt.internal.codeassist.select.SelectionOnQualifiedTypeReference,2.0,2.0,2.0,1.0,9.0,1.0,8.0,1.0,1.0,9.0,0.0,,0.0,0.0,4.0,0.0,4.0,188.0,4.0,0.0,4.0,188.0,0.0,0.0,1.0,3.0,56.0,4.0,37.0,10.0,20.0,17.0,15.0,26.0,8.0,5.0,5.0,5.0,1.0,6.0,2.0,0.0,0.0,0.46,10,10,10,4,False
eclipse.jdt.core,org.eclipse.jdt.internal.codeassist.select.SelectionOnReferenceExpression,1.0,1.0,2.0,1.0,5.0,0.0,5.0,0.0,1.0,4.0,0.0,,0.0,0.0,2.0,0.0,2.0,185.0,2.0,0.0,2.0,185.0,0.0,0.0,0.0,2.0,28.0,2.0,12.0,5.0,6.0,14.0,5.0,9.0,4.0,2.0,2.0,3.0,1.0,6.0,1.0,0.0,0.0,1.17,3,3,4,2,False
