project,Kind,Name,CountInput,CountLine,CountLineBlank,CountLineCode,CountLineCodeDecl,CountLineCodeExe,CountLineComment,CountOutput,CountPath,CountPathLog,CountSemicolon,CountStmt,CountStmtDecl,CountStmtExe,Cyclomatic,CyclomaticModified,CyclomaticStrict,Essential,Knots,MaxEssentialKnots,MaxNesting,MinEssentialKnots,RatioCommentToCode,SumCyclomatic,SumCyclomaticModified,SumCyclomaticStrict,SumEssential,is_lpl
ant,Private Method,org.apache.tools.ant.AntClassLoader.getClassFilename,3.0,12.0,0.0,3.0,1.0,1.0,9.0,2.0,1.0,0.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0,1,1,1,1,False
ant,Private Method,org.apache.tools.ant.AntClassLoader.getClassFromStream,5.0,28.0,1.0,11.0,6.0,7.0,16.0,5.0,2.0,0.0,6.0,8.0,5.0,3.0,2.0,2.0,2.0,1.0,0.0,0.0,1.0,0.0,1.45,2,2,2,1,False
ant,Public Method,org.apache.tools.ant.AntClassLoader.getClasspath,4.0,20.0,0.0,14.0,4.0,10.0,6.0,8.0,3.0,0.0,7.0,10.0,4.0,6.0,3.0,3.0,3.0,1.0,1.0,0.0,2.0,0.0,0.43,3,3,3,1,False
ant,Public Method,org.apache.tools.ant.AntClassLoader.getConfiguredParent,1.0,9.0,0.0,3.0,1.0,1.0,6.0,1.0,1.0,0.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,1,1,1,1,False
ant,Private Method,org.apache.tools.ant.AntClassLoader.getJarManifest,3.0,21.0,0.0,10.0,2.0,6.0,11.0,4.0,3.0,0.0,4.0,7.0,2.0,5.0,3.0,3.0,3.0,3.0,2.0,2.0,1.0,2.0,1.1,3,3,3,3,False
ant,Public Method,org.apache.tools.ant.AntClassLoader.getNamedResources,2.0,14.0,0.0,4.0,2.0,1.0,11.0,2.0,1.0,0.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,2.75,1,1,1,1,False
ant,Public Method,org.apache.tools.ant.AntClassLoader.getResource,8.0,49.0,0.0,32.0,4.0,22.0,17.0,9.0,80.0,2.0,12.0,21.0,4.0,17.0,12.0,12.0,14.0,1.0,2.0,0.0,3.0,0.0,0.53,12,12,14,1,False
ant,Public Method,org.apache.tools.ant.AntClassLoader.getResourceAsStream,6.0,40.0,0.0,31.0,2.0,22.0,9.0,7.0,60.0,2.0,10.0,18.0,2.0,16.0,9.0,9.0,10.0,1.0,2.0,0.0,2.0,0.0,0.29,9,9,10,1,False
ant,Private Method,org.apache.tools.ant.AntClassLoader.getResourceStream,7.0,43.0,0.0,29.0,4.0,21.0,14.0,11.0,8.0,1.0,11.0,18.0,4.0,14.0,7.0,7.0,8.0,7.0,13.0,13.0,4.0,13.0,0.48,7,7,8,7,False
ant,Protected Method,org.apache.tools.ant.AntClassLoader.getResourceURL,8.0,53.0,1.0,39.0,5.0,29.0,13.0,10.0,11.0,1.0,16.0,25.0,5.0,20.0,9.0,9.0,10.0,9.0,21.0,21.0,4.0,21.0,0.33,9,9,10,9,False
ant,Private Method,org.apache.tools.ant.AntClassLoader.getRootLoader,3.0,11.0,0.0,7.0,2.0,4.0,4.0,4.0,2.0,0.0,3.0,5.0,2.0,3.0,2.0,2.0,3.0,1.0,0.0,0.0,1.0,0.0,0.57,2,2,3,1,False
ant,Public Static Method,org.apache.tools.ant.AntClassLoader.initializeClass,3.0,42.0,1.0,12.0,3.0,7.0,29.0,2.0,4.0,1.0,3.0,7.0,3.0,4.0,4.0,4.0,5.0,1.0,1.0,0.0,3.0,0.0,2.42,4,4,5,1,False
ant,Protected Method,org.apache.tools.ant.AntClassLoader.isInPath,3.0,10.0,0.0,3.0,1.0,1.0,7.0,2.0,1.0,0.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,2.33,1,1,1,1,False
ant,Private Method,org.apache.tools.ant.AntClassLoader.isParentFirst,8.0,39.0,3.0,18.0,4.0,12.0,18.0,5.0,9.0,1.0,12.0,15.0,6.0,9.0,5.0,5.0,5.0,5.0,4.0,4.0,2.0,4.0,1.0,5,5,5,5,False
ant,Private Method,org.apache.tools.ant.AntClassLoader.loadBaseResource,3.0,13.0,0.0,3.0,1.0,1.0,10.0,2.0,1.0,0.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,3.33,2,2,2,1,False
ant,Protected Method,org.apache.tools.ant.AntClassLoader.loadClass,13.0,57.0,1.0,33.0,3.0,24.0,23.0,7.0,11.0,1.0,13.0,20.0,2.0,18.0,7.0,7.0,7.0,1.0,4.0,0.0,3.0,0.0,0.7,7,7,7,1,False
ant,Private Method,org.apache.tools.ant.AntClassLoader.loadResource,3.0,21.0,1.0,9.0,4.0,6.0,11.0,5.0,2.0,0.0,5.0,7.0,4.0,3.0,2.0,2.0,3.0,1.0,0.0,0.0,1.0,0.0,1.22,2,2,3,1,False
ant,Protected Method,org.apache.tools.ant.AntClassLoader.log,13.0,13.0,0.0,5.0,1.0,2.0,8.0,1.0,2.0,0.0,1.0,3.0,1.0,2.0,2.0,2.0,2.0,1.0,0.0,0.0,1.0,0.0,1.6,2,2,2,1,False
ant,Public Method,org.apache.tools.ant.AntClassLoader.messageLogged,0.0,8.0,0.0,2.0,1.0,0.0,6.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0,1,1,1,1,False
ant,Public Static Method,org.apache.tools.ant.AntClassLoader.newAntClassLoader,13.0,18.0,0.0,15.0,4.0,9.0,3.0,4.0,2.0,0.0,2.0,4.0,1.0,3.0,2.0,2.0,2.0,1.0,1.0,0.0,1.0,0.0,0.2,2,2,2,1,False
ant,Public Method,org.apache.tools.ant.AntClassLoader.resetThreadContextLoader,6.0,10.0,0.0,7.0,1.0,4.0,3.0,4.0,2.0,0.0,3.0,5.0,1.0,4.0,2.0,2.0,3.0,1.0,0.0,0.0,1.0,0.0,0.43,2,2,3,1,False
ant,Public Method,org.apache.tools.ant.AntClassLoader.setClassPath,5.0,22.0,0.0,13.0,3.0,8.0,9.0,4.0,4.0,1.0,6.0,10.0,4.0,6.0,4.0,4.0,4.0,1.0,1.0,0.0,3.0,0.0,0.69,4,4,4,1,False
ant,Public Method,org.apache.tools.ant.AntClassLoader.setIsolated,2.0,12.0,0.0,3.0,1.0,1.0,9.0,1.0,1.0,0.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0,1,1,1,1,False
ant,Public Method,org.apache.tools.ant.AntClassLoader.setParent,8.0,9.0,0.0,3.0,1.0,1.0,6.0,2.0,1.0,0.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,2.0,2,2,2,1,False
ant,Public Method,org.apache.tools.ant.AntClassLoader.setParentFirst,7.0,11.0,0.0,3.0,1.0,1.0,8.0,1.0,1.0,0.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,2.67,1,1,1,1,False
ant,Public Method,org.apache.tools.ant.AntClassLoader.setProject,3.0,11.0,0.0,6.0,1.0,3.0,5.0,2.0,2.0,0.0,2.0,4.0,1.0,3.0,2.0,2.0,2.0,1.0,0.0,0.0,1.0,0.0,0.83,2,2,2,1,False
