Kind,Name,AvgCyclomatic,AvgCyclomaticModified,AvgCyclomaticStrict,AvgEssential,AvgLine,AvgLineBlank,AvgLineCode,AvgLineComment,CountClassBase,CountClassCoupled,CountClassCoupledModified,CountClassDerived,CountDeclClass,CountDeclClassMethod,CountDeclClassVariable,CountDeclExecutableUnit,CountDeclFile,CountDeclFunction,CountDeclInstanceMethod,CountDeclInstanceVariable,CountDeclMethod,CountDeclMethodAll,CountDeclMethodDefault,CountDeclMethodPrivate,CountDeclMethodProtected,CountDeclMethodPublic,CountInput,CountLine,CountLineBlank,CountLineCode,CountLineCodeDecl,CountLineCodeExe,CountLineComment,CountOutput,CountPath,CountPathLog,CountSemicolon,CountStmt,CountStmtDecl,CountStmtExe,Cyclomatic,CyclomaticModified,CyclomaticStrict,Essential,Knots,MaxCyclomatic,MaxCyclomaticModified,MaxCyclomaticStrict,MaxEssential,MaxEssentialKnots,MaxInheritanceTree,MaxNesting,MinEssentialKnots,PercentLackOfCohesion,PercentLackOfCohesionModified,RatioCommentToCode,SumCyclomatic,SumCyclomaticModified,SumCyclomaticStrict,SumEssential
File,"AbstractPageStore.java",1,1,1,1,12,0,8,4,,,,,5,0,2,20,,20,20,9,20,,1,0,5,14,,362,45,201,65,75,116,,,,81,114,60,54,,,,,,5,5,8,3,,,3,,,,0.58,29,29,34,22
File,"AbstractPageableView.java",1,1,1,1,11,0,7,3,,,,,4,0,3,27,,29,29,8,29,,0,5,9,15,,434,60,210,54,85,164,,,,77,116,57,59,,,,,,4,4,4,1,,,1,,,,0.78,38,38,40,27
File,"AbstractPagingNavigationTest.java",1,1,1,1,7,0,4,3,,,,,2,0,1,5,,5,5,3,5,,0,0,0,5,,89,11,32,13,9,46,,,,11,18,13,5,,,,,,1,1,1,1,,,0,,,,1.44,5,5,5,5
File,"AbstractPropertyModel.java",2,2,2,2,17,0,13,4,,,,,1,0,2,15,,16,16,1,16,,0,0,3,13,,360,27,224,59,88,109,,,,66,107,49,58,,,,,,8,8,8,7,,,3,,,,0.49,41,41,41,34
File,"AbstractPropertyModelObjectClassTest.java",1,1,1,1,6,0,5,1,,,,,3,0,0,9,,9,9,2,9,,0,1,0,8,,113,14,62,25,21,37,,,,21,33,22,11,,,,,,1,1,1,1,,,0,,,,0.60,9,9,9,9
File,"AbstractReadOnlyModel.java",1,1,1,1,9,0,4,5,,,,,1,0,1,4,,5,5,0,5,,0,0,0,5,,89,9,27,12,7,53,,,,9,14,10,4,,,,,,1,1,1,1,,,0,,,,1.96,4,4,4,4
File,"AbstractRenderableColumn.java",1,1,1,1,13,0,7,5,,,,,2,0,2,8,,9,9,2,9,,0,0,0,9,,147,17,60,19,22,70,,,,25,36,21,15,,,,,,3,3,3,1,,,1,,,,1.17,10,10,10,8
File,"AbstractRepeater.java",2,2,2,1,17,0,11,5,,,,,1,0,3,5,,7,7,0,7,,0,0,5,2,,159,16,77,30,30,66,,,,34,45,28,17,,,,,,4,4,4,4,,,3,,,,0.86,11,11,11,8
File,"AbstractRequestCycleProcessor.java",3,3,3,1,31,1,20,10,,,,,1,0,0,13,,14,14,1,14,,0,1,8,5,,499,35,304,98,142,160,,,,113,155,81,74,,,,,,10,10,11,5,,,3,,,,0.53,43,43,48,23
File,"AbstractRequestTargetUrlCodingStrategy.java",2,2,2,1,18,0,10,7,,,,,1,0,1,13,,13,13,1,13,,0,1,9,3,,304,27,153,42,57,124,,,,51,84,40,44,,,,,,8,8,9,3,,,5,,,,0.81,32,32,36,15
