BezierPath.java; org.jhotdraw.geom; SVGInputFormat.java; org.jhotdraw.samples.svg.io; 1->2;405;  2->1;0
StdXMLReader.java; net.n3.nanoxml; SVGInputFormat.java; org.jhotdraw.samples.svg.io; 1->2;304;  2->1;154
