LockInterceptor.java; org.jboss.cache.interceptors;"	Interceptor.java"; org.jboss.aop.advice;"	"
ReplicationInterceptor.java; org.jboss.cache.interceptors;"	Interceptor.java"; org.jboss.aop.advice;"	"
BdbjeUnitTestCase.java; org.jboss.cache.tests;"	TestCase.java"; org.jboss.test.jbossmx.compliance;"	"
CacheLoaderTests.java; org.jboss.cache.tests;"	TestCase.java"; org.jboss.test.jbossmx.compliance;"	"
JRMPInvokerProxyHA.java; org.jboss.invocation.jrmp.interfaces;"	JRMPInvokerProxy.java"; org.jboss.invocation.jrmp.interfaces;"	"
WrapperDataSourceService.java; org.jboss.resource.adapter.jdbc.remote;"	ConnectionFactoryBindingService.java"; org.jboss.resource.connectionmanager;"	"
WorkWrapper.java; org.jboss.resource.work;"	BasicTaskWrapper.java"; org.jboss.util.threadpool;"	"
ContainerAnalysis.java; org.jboss.iiop.rmi;"	ClassAnalysis.java"; org.jboss.iiop.rmi;"	"
MessagePart.java; org.apache.axis;"	SOAPPartAxisImpl.java"; org.apache.axis.message;"	"
Message.java; org.apache.axis;"	SOAPMessageAxisImpl.java"; org.apache.axis.message;"	"
DeserializerImpl.java; org.apache.axis.encoding;"	SOAPHandler.java"; org.apache.axis.message;"	"
DefaultTypeMappingImpl.java; org.apache.axis.encoding;"	TypeMappingImpl.java"; org.apache.axis.encoding;"	"
SOAPService.java; org.apache.axis.handlers.soap;"	SimpleTargetedChain.java"; org.apache.axis;"	"
SOAPFaultBuilder.java; org.apache.axis.message;"	SOAPHandler.java"; org.apache.axis.message;"	"
RPCHandler.java; org.apache.axis.message;"	SOAPHandler.java"; org.apache.axis.message;"	"
BodyBuilder.java; org.apache.axis.message;"	SOAPHandler.java"; org.apache.axis.message;"	"
RPCElement.java; org.apache.axis.message;"	SOAPBodyElementAxisImpl.java"; org.apache.axis.message;"	"
SOAPFaultImpl.java; org.apache.axis.message;"	SOAPBodyElementAxisImpl.java"; org.apache.axis.message;"	"
EJBProvider.java; org.apache.axis.providers.java;"	RPCProvider.java"; org.apache.axis.providers.java;"	"
AxisServlet.java; org.apache.axis.transport.http;"	AxisServletBase.java"; org.apache.axis.transport.http;"	"
WSDL2Java.java; org.apache.axis.wsdl;"	WSDL2.java"; org.apache.axis.wsdl.gen;"	"
Emitter.java; org.apache.axis.wsdl.toJava;"	Parser.java"; org.apache.axis.wsdl.gen;"	"
ModelMBeanInfoSupport.java; javax.management.modelmbean;"	MBeanInfo.java"; javax.management;"	"
