ClassManagerImpl.java; org.gjt.sp.jedit.bsh.classpath;"	BshClassManager.java"; org.gjt.sp.jedit.bsh;"	"
CompleteWord.java; org.gjt.sp.jedit.gui;"	CompletionPopup.java"; org.gjt.sp.jedit.gui;"	"
Chunk.java; org.gjt.sp.jedit.syntax;"	Token.java"; org.gjt.sp.jedit.bsh;"	"
