Kind,Name,AvgCyclomatic,AvgCyclomaticModified,AvgCyclomaticStrict,AvgEssential,AvgLine,AvgLineBlank,AvgLineCode,AvgLineComment,CountClassBase,CountClassCoupled,CountClassCoupledModified,CountClassDerived,CountDeclClass,CountDeclClassMethod,CountDeclClassVariable,CountDeclExecutableUnit,CountDeclFile,CountDeclFunction,CountDeclInstanceMethod,CountDeclInstanceVariable,CountDeclMethod,CountDeclMethodAll,CountDeclMethodDefault,CountDeclMethodPrivate,CountDeclMethodProtected,CountDeclMethodPublic,CountInput,CountLine,CountLineBlank,CountLineCode,CountLineCodeDecl,CountLineCodeExe,CountLineComment,CountOutput,CountPath,CountPathLog,CountSemicolon,CountStmt,CountStmtDecl,CountStmtExe,Cyclomatic,CyclomaticModified,CyclomaticStrict,Essential,Knots,MaxCyclomatic,MaxCyclomaticModified,MaxCyclomaticStrict,MaxEssential,MaxEssentialKnots,MaxInheritanceTree,MaxNesting,MinEssentialKnots,PercentLackOfCohesion,PercentLackOfCohesionModified,RatioCommentToCode,SumCyclomatic,SumCyclomaticModified,SumCyclomaticStrict,SumEssential
Public Method,"org.apache.hadoop.metrics.ContextFactory.setAttribute",,,,,,,,,,,,,,,,,,,,,,,,,,,4,11,0,3,1,1,8,1,1,0,1,2,1,1,1,1,1,1,0,,,,,0,,0,0,,,2.67,1,1,1,1
Private Method,"org.apache.hadoop.metrics.ContextFactory.setAttributes",,,,,,,,,,,,,,,,,,,,,,,,,,,2,14,0,13,6,9,1,9,3,0,7,10,6,4,3,3,3,1,0,,,,,0,,2,0,,,0.08,3,3,3,1
Public Class,"org.apache.hadoop.metrics.Metrics",2,2,2,1,16,0,8,8,1,3,3,0,,3,1,,,,1,0,4,4,0,1,0,3,,98,4,37,14,20,57,,,,15,24,9,15,,,,,,3,3,3,1,,1,2,,0,0,1.54,8,8,8,4
Private Constructor,"org.apache.hadoop.metrics.Metrics.Metrics",,,,,,,,,,,,,,,,,,,,,,,,,,,0,4,0,1,1,0,3,1,1,0,0,1,1,0,1,1,1,1,0,,,,,0,,0,0,,,3.00,1,1,1,1
Public Static Method,"org.apache.hadoop.metrics.Metrics.createRecord",,,,,,,,,,,,,,,,,,,,,,,,,,,9,20,0,11,3,7,9,5,2,0,5,7,2,5,2,2,2,1,1,,,,,0,,1,0,,,0.82,2,2,2,1
Public Static Method,"org.apache.hadoop.metrics.Metrics.createRecord",,,,,,,,,,,,,,,,,,,,,,,,,,,9,26,0,14,5,9,12,8,3,0,7,10,3,7,3,3,3,1,1,,,,,0,,2,0,,,0.86,3,3,3,1
Public Static Method,"org.apache.hadoop.metrics.Metrics.report",,,,,,,,,,,,,,,,,,,,,,,,,,,24,15,0,7,2,3,8,2,2,0,2,4,1,3,2,2,2,1,0,,,,,0,,1,0,,,1.14,2,2,2,1
Public Interface,"org.apache.hadoop.metrics.MetricsContext",0,0,0,0,0,0,0,0,0,2,2,1,,0,1,,,,8,0,8,8,0,0,0,8,,71,10,12,11,1,49,,,,9,10,10,0,,,,,,0,0,0,0,,0,0,,0,0,4.08,0,0,0,0
Public Abstract Method,"org.apache.hadoop.metrics.MetricsContext.close",,,,,,,,,,,,,,,,,,,,,,,,,,,0,5,0,1,1,0,4,0,0,0,1,1,1,0,0,0,0,0,0,,,,,0,,0,0,,,4.00,0,0,0,0
Public Abstract Method,"org.apache.hadoop.metrics.MetricsContext.createRecord",,,,,,,,,,,,,,,,,,,,,,,,,,,1,9,0,1,1,0,8,1,0,0,1,1,1,0,0,0,0,0,0,,,,,0,,0,0,,,8.00,0,0,0,0
Public Abstract Method,"org.apache.hadoop.metrics.MetricsContext.getContextName",,,,,,,,,,,,,,,,,,,,,,,,,,,0,6,0,1,1,0,5,1,0,0,1,1,1,0,0,0,0,0,0,,,,,0,,0,0,,,5.00,0,0,0,0
Public Abstract Method,"org.apache.hadoop.metrics.MetricsContext.isMonitoring",,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,0,1,1,0,3,1,0,0,1,1,1,0,0,0,0,0,0,,,,,0,,0,0,,,3.00,0,0,0,0
Public Abstract Method,"org.apache.hadoop.metrics.MetricsContext.registerUpdater",,,,,,,,,,,,,,,,,,,,,,,,,,,0,8,0,1,1,0,7,0,0,0,1,1,1,0,0,0,0,0,0,,,,,0,,0,0,,,7.00,0,0,0,0
Public Abstract Method,"org.apache.hadoop.metrics.MetricsContext.startMonitoring",,,,,,,,,,,,,,,,,,,,,,,,,,,1,6,0,2,2,0,4,0,0,0,1,1,1,0,0,0,0,0,0,,,,,0,,0,0,,,2.00,0,0,0,0
Public Abstract Method,"org.apache.hadoop.metrics.MetricsContext.stopMonitoring",,,,,,,,,,,,,,,,,,,,,,,,,,,0,8,0,1,1,0,7,0,0,0,1,1,1,0,0,0,0,0,0,,,,,0,,0,0,,,7.00,0,0,0,0
Public Abstract Method,"org.apache.hadoop.metrics.MetricsContext.unregisterUpdater",,,,,,,,,,,,,,,,,,,,,,,,,,,0,6,0,1,1,0,5,0,0,0,1,1,1,0,0,0,0,0,0,,,,,0,,0,0,,,5.00,0,0,0,0
Public Class,"org.apache.hadoop.metrics.MetricsException",1,1,1,1,5,0,2,2,1,0,0,0,,0,1,,,,2,0,2,2,0,0,0,2,,20,4,8,4,2,8,,,,2,5,4,1,,,,,,1,1,1,1,,2,0,,0,0,1.00,2,2,2,2
Public Constructor,"org.apache.hadoop.metrics.MetricsException.MetricsException",,,,,,,,,,,,,,,,,,,,,,,,,,,4,7,0,3,1,1,4,1,1,0,1,2,1,1,1,1,1,1,0,,,,,0,,0,0,,,1.33,1,1,1,1
Public Constructor,"org.apache.hadoop.metrics.MetricsException.MetricsException",,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,0,2,1,0,1,1,1,0,0,1,1,0,1,1,1,1,0,,,,,0,,0,0,,,0.50,1,1,1,1
Public Interface,"org.apache.hadoop.metrics.MetricsRecord",0,0,0,0,0,0,0,0,0,0,0,1,,0,0,,,,15,0,15,15,0,0,0,15,,139,16,17,16,0,106,,,,15,16,16,0,,,,,,0,0,0,0,,0,0,,0,0,6.24,0,0,0,0
Public Abstract Method,"org.apache.hadoop.metrics.MetricsRecord.getRecordName",,,,,,,,,,,,,,,,,,,,,,,,,,,0,6,0,1,1,0,5,1,0,0,1,1,1,0,0,0,0,0,0,,,,,0,,0,0,,,5.00,0,0,0,0
Public Abstract Method,"org.apache.hadoop.metrics.MetricsRecord.incrMetric",,,,,,,,,,,,,,,,,,,,,,,,,,,0,9,0,1,1,0,8,0,0,0,1,1,1,0,0,0,0,0,0,,,,,0,,0,0,,,8.00,0,0,0,0
Public Abstract Method,"org.apache.hadoop.metrics.MetricsRecord.incrMetric",,,,,,,,,,,,,,,,,,,,,,,,,,,0,9,0,1,1,0,8,0,0,0,1,1,1,0,0,0,0,0,0,,,,,0,,0,0,,,8.00,0,0,0,0
Public Abstract Method,"org.apache.hadoop.metrics.MetricsRecord.incrMetric",,,,,,,,,,,,,,,,,,,,,,,,,,,0,9,0,1,1,0,8,0,0,0,1,1,1,0,0,0,0,0,0,,,,,0,,0,0,,,8.00,0,0,0,0
Public Abstract Method,"org.apache.hadoop.metrics.MetricsRecord.incrMetric",,,,,,,,,,,,,,,,,,,,,,,,,,,0,9,0,1,1,0,8,0,0,0,1,1,1,0,0,0,0,0,0,,,,,0,,0,0,,,8.00,0,0,0,0
Public Abstract Method,"org.apache.hadoop.metrics.MetricsRecord.remove",,,,,,,,,,,,,,,,,,,,,,,,,,,0,5,0,1,1,0,4,0,0,0,1,1,1,0,0,0,0,0,0,,,,,0,,0,0,,,4.00,0,0,0,0
Public Abstract Method,"org.apache.hadoop.metrics.MetricsRecord.setMetric",,,,,,,,,,,,,,,,,,,,,,,,,,,2,9,0,1,1,0,8,0,0,0,1,1,1,0,0,0,0,0,0,,,,,0,,0,0,,,8.00,0,0,0,0
Public Abstract Method,"org.apache.hadoop.metrics.MetricsRecord.setMetric",,,,,,,,,,,,,,,,,,,,,,,,,,,1,9,0,1,1,0,8,0,0,0,1,1,1,0,0,0,0,0,0,,,,,0,,0,0,,,8.00,0,0,0,0
Public Abstract Method,"org.apache.hadoop.metrics.MetricsRecord.setMetric",,,,,,,,,,,,,,,,,,,,,,,,,,,0,9,0,1,1,0,8,0,0,0,1,1,1,0,0,0,0,0,0,,,,,0,,0,0,,,8.00,0,0,0,0
Public Abstract Method,"org.apache.hadoop.metrics.MetricsRecord.setMetric",,,,,,,,,,,,,,,,,,,,,,,,,,,0,9,0,1,1,0,8,0,0,0,1,1,1,0,0,0,0,0,0,,,,,0,,0,0,,,8.00,0,0,0,0
Public Abstract Method,"org.apache.hadoop.metrics.MetricsRecord.setTag",,,,,,,,,,,,,,,,,,,,,,,,,,,1,8,0,1,1,0,7,0,0,0,1,1,1,0,0,0,0,0,0,,,,,0,,0,0,,,7.00,0,0,0,0
Public Abstract Method,"org.apache.hadoop.metrics.MetricsRecord.setTag",,,,,,,,,,,,,,,,,,,,,,,,,,,0,8,0,1,1,0,7,0,0,0,1,1,1,0,0,0,0,0,0,,,,,0,,0,0,,,7.00,0,0,0,0
