JMSStreamMessage.java; org.apache.qpid.client.message; AbstractBytesTypedMessage.java; org.apache.qpid.client.message; 1->2;104;  2->1;62
Exchange.java; org.apache.qpid.server.exchange; DerbyMessageStore.java; org.apache.qpid.server.store; 1->2;108;  2->1;1
